pid,ing_avg,outg_avg,ing_c,outg_c,ID_c,cond,story,group,storynum,resptype,rating
85,34.33333333,30.66666667,-37.57590759,-12.47854785,-24.77011493,neutral,neg,ingrp,7,howbad,0.66
85,34.33333333,30.66666667,-37.57590759,-12.47854785,-24.77011493,neutral,neg,ingrp,8,howbad,0.65
85,34.33333333,30.66666667,-37.57590759,-12.47854785,-24.77011493,neutral,pos,outgrp,9,howbad,0.13
85,34.33333333,30.66666667,-37.57590759,-12.47854785,-24.77011493,neutral,pos,ingrp,10,howbad,0.16
85,34.33333333,30.66666667,-37.57590759,-12.47854785,-24.77011493,neutral,pos,outgrp,11,howbad,0
85,34.33333333,30.66666667,-37.57590759,-12.47854785,-24.77011493,neutral,pos,ingrp,12,howbad,0
85,34.33333333,30.66666667,-37.57590759,-12.47854785,-24.77011493,neutral,pos,outgrp,13,howbad,0
85,34.33333333,30.66666667,-37.57590759,-12.47854785,-24.77011493,neutral,pos,outgrp,14,howbad,0.09
85,34.33333333,30.66666667,-37.57590759,-12.47854785,-24.77011493,neutral,pos,ingrp,15,howbad,0
85,34.33333333,30.66666667,-37.57590759,-12.47854785,-24.77011493,neutral,pos,ingrp,16,howbad,0
86,75.66666667,65.33333333,3.757425747,22.18811881,-18.10344827,neutral,neg,outgrp,1,howbad,0.61
86,75.66666667,65.33333333,3.757425747,22.18811881,-18.10344827,neutral,neg,ingrp,2,howbad,0.71
86,75.66666667,65.33333333,3.757425747,22.18811881,-18.10344827,neutral,neg,outgrp,3,howbad,0.8
86,75.66666667,65.33333333,3.757425747,22.18811881,-18.10344827,neutral,neg,ingrp,4,howbad,0.79
86,75.66666667,65.33333333,3.757425747,22.18811881,-18.10344827,neutral,neg,outgrp,5,howbad,0.62
86,75.66666667,65.33333333,3.757425747,22.18811881,-18.10344827,neutral,neg,ingrp,6,howbad,0.91
86,75.66666667,65.33333333,3.757425747,22.18811881,-18.10344827,neutral,neg,outgrp,7,howbad,0.65
86,75.66666667,65.33333333,3.757425747,22.18811881,-18.10344827,neutral,neg,ingrp,8,howbad,1
86,75.66666667,65.33333333,3.757425747,22.18811881,-18.10344827,neutral,pos,ingrp,9,howbad,0.37
86,75.66666667,65.33333333,3.757425747,22.18811881,-18.10344827,neutral,pos,ingrp,10,howbad,0.37
86,75.66666667,65.33333333,3.757425747,22.18811881,-18.10344827,neutral,pos,outgrp,11,howbad,0.28
86,75.66666667,65.33333333,3.757425747,22.18811881,-18.10344827,neutral,pos,outgrp,12,howbad,0.44
86,75.66666667,65.33333333,3.757425747,22.18811881,-18.10344827,neutral,pos,outgrp,13,howbad,0.16
86,75.66666667,65.33333333,3.757425747,22.18811881,-18.10344827,neutral,pos,outgrp,14,howbad,0.05
86,75.66666667,65.33333333,3.757425747,22.18811881,-18.10344827,neutral,pos,ingrp,15,howbad,0
86,75.66666667,65.33333333,3.757425747,22.18811881,-18.10344827,neutral,pos,ingrp,16,howbad,0
87,87,69,15.09075908,25.85478548,-10.4367816,cooperate,neg,ingrp,1,howbad,1
87,87,69,15.09075908,25.85478548,-10.4367816,cooperate,neg,outgrp,2,howbad,0.71
87,87,69,15.09075908,25.85478548,-10.4367816,cooperate,neg,ingrp,3,howbad,0.72
87,87,69,15.09075908,25.85478548,-10.4367816,cooperate,neg,ingrp,4,howbad,0.71
87,87,69,15.09075908,25.85478548,-10.4367816,cooperate,neg,outgrp,5,howbad,0.92
87,87,69,15.09075908,25.85478548,-10.4367816,cooperate,neg,ingrp,6,howbad,0.79
87,87,69,15.09075908,25.85478548,-10.4367816,cooperate,neg,outgrp,7,howbad,0.7
87,87,69,15.09075908,25.85478548,-10.4367816,cooperate,neg,outgrp,8,howbad,0.92
87,87,69,15.09075908,25.85478548,-10.4367816,cooperate,pos,ingrp,9,howbad,0
87,87,69,15.09075908,25.85478548,-10.4367816,cooperate,pos,outgrp,10,howbad,0.29
87,87,69,15.09075908,25.85478548,-10.4367816,cooperate,pos,outgrp,11,howbad,0
87,87,69,15.09075908,25.85478548,-10.4367816,cooperate,pos,ingrp,12,howbad,0.05
87,87,69,15.09075908,25.85478548,-10.4367816,cooperate,pos,outgrp,13,howbad,0
87,87,69,15.09075908,25.85478548,-10.4367816,cooperate,pos,ingrp,14,howbad,0
87,87,69,15.09075908,25.85478548,-10.4367816,cooperate,pos,ingrp,15,howbad,0
87,87,69,15.09075908,25.85478548,-10.4367816,cooperate,pos,outgrp,16,howbad,0
89,49.66666667,1.333333333,-22.24257425,-41.81188119,19.89655173,compete,neg,outgrp,1,howbad,0.24
89,49.66666667,1.333333333,-22.24257425,-41.81188119,19.89655173,compete,neg,ingrp,2,howbad,0.05
89,49.66666667,1.333333333,-22.24257425,-41.81188119,19.89655173,compete,neg,outgrp,3,howbad,0.5
89,49.66666667,1.333333333,-22.24257425,-41.81188119,19.89655173,compete,neg,ingrp,4,howbad,0.52
89,49.66666667,1.333333333,-22.24257425,-41.81188119,19.89655173,compete,neg,outgrp,5,howbad,0.5
89,49.66666667,1.333333333,-22.24257425,-41.81188119,19.89655173,compete,neg,ingrp,6,howbad,0.2
89,49.66666667,1.333333333,-22.24257425,-41.81188119,19.89655173,compete,neg,ingrp,7,howbad,0
89,49.66666667,1.333333333,-22.24257425,-41.81188119,19.89655173,compete,neg,outgrp,8,howbad,0.04
89,49.66666667,1.333333333,-22.24257425,-41.81188119,19.89655173,compete,pos,outgrp,9,howbad,0
89,49.66666667,1.333333333,-22.24257425,-41.81188119,19.89655173,compete,pos,ingrp,10,howbad,0.02
89,49.66666667,1.333333333,-22.24257425,-41.81188119,19.89655173,compete,pos,ingrp,11,howbad,0.01
89,49.66666667,1.333333333,-22.24257425,-41.81188119,19.89655173,compete,pos,outgrp,12,howbad,0.02
89,49.66666667,1.333333333,-22.24257425,-41.81188119,19.89655173,compete,pos,outgrp,13,howbad,0.01
89,49.66666667,1.333333333,-22.24257425,-41.81188119,19.89655173,compete,pos,ingrp,14,howbad,0
89,49.66666667,1.333333333,-22.24257425,-41.81188119,19.89655173,compete,pos,ingrp,15,howbad,0
89,49.66666667,1.333333333,-22.24257425,-41.81188119,19.89655173,compete,pos,outgrp,16,howbad,0
91,60.33333333,24.33333333,-11.57590759,-18.81188119,7.5632184,cooperate,neg,ingrp,1,howbad,0.59
91,60.33333333,24.33333333,-11.57590759,-18.81188119,7.5632184,cooperate,neg,ingrp,2,howbad,0.57
91,60.33333333,24.33333333,-11.57590759,-18.81188119,7.5632184,cooperate,neg,outgrp,3,howbad,0.34
91,60.33333333,24.33333333,-11.57590759,-18.81188119,7.5632184,cooperate,neg,outgrp,4,howbad,0.05
91,60.33333333,24.33333333,-11.57590759,-18.81188119,7.5632184,cooperate,neg,outgrp,5,howbad,0.12
91,60.33333333,24.33333333,-11.57590759,-18.81188119,7.5632184,cooperate,neg,ingrp,6,howbad,0.61
91,60.33333333,24.33333333,-11.57590759,-18.81188119,7.5632184,cooperate,neg,outgrp,7,howbad,0.4
91,60.33333333,24.33333333,-11.57590759,-18.81188119,7.5632184,cooperate,neg,ingrp,8,howbad,0.55
91,60.33333333,24.33333333,-11.57590759,-18.81188119,7.5632184,cooperate,pos,ingrp,9,howbad,0
91,60.33333333,24.33333333,-11.57590759,-18.81188119,7.5632184,cooperate,pos,ingrp,10,howbad,0
91,60.33333333,24.33333333,-11.57590759,-18.81188119,7.5632184,cooperate,pos,ingrp,11,howbad,0
91,60.33333333,24.33333333,-11.57590759,-18.81188119,7.5632184,cooperate,pos,outgrp,12,howbad,0.33
91,60.33333333,24.33333333,-11.57590759,-18.81188119,7.5632184,cooperate,pos,ingrp,13,howbad,0
91,60.33333333,24.33333333,-11.57590759,-18.81188119,7.5632184,cooperate,pos,outgrp,14,howbad,0.46
91,60.33333333,24.33333333,-11.57590759,-18.81188119,7.5632184,cooperate,pos,outgrp,15,howbad,0.17
91,60.33333333,24.33333333,-11.57590759,-18.81188119,7.5632184,cooperate,pos,outgrp,16,howbad,0.33
92,91.66666667,65.66666667,19.75742575,22.52145215,-2.4367816,compete,neg,ingrp,1,howbad,1
92,91.66666667,65.66666667,19.75742575,22.52145215,-2.4367816,compete,neg,ingrp,2,howbad,0.96
92,91.66666667,65.66666667,19.75742575,22.52145215,-2.4367816,compete,neg,outgrp,3,howbad,0.59
92,91.66666667,65.66666667,19.75742575,22.52145215,-2.4367816,compete,neg,outgrp,4,howbad,0.79
92,91.66666667,65.66666667,19.75742575,22.52145215,-2.4367816,compete,neg,ingrp,5,howbad,0.66
92,91.66666667,65.66666667,19.75742575,22.52145215,-2.4367816,compete,neg,ingrp,6,howbad,0.7
92,91.66666667,65.66666667,19.75742575,22.52145215,-2.4367816,compete,neg,outgrp,7,howbad,0.78
92,91.66666667,65.66666667,19.75742575,22.52145215,-2.4367816,compete,neg,outgrp,8,howbad,0.5
92,91.66666667,65.66666667,19.75742575,22.52145215,-2.4367816,compete,pos,outgrp,9,howbad,0.5
92,91.66666667,65.66666667,19.75742575,22.52145215,-2.4367816,compete,pos,ingrp,10,howbad,0.5
92,91.66666667,65.66666667,19.75742575,22.52145215,-2.4367816,compete,pos,outgrp,11,howbad,0.06
92,91.66666667,65.66666667,19.75742575,22.52145215,-2.4367816,compete,pos,ingrp,12,howbad,0.2
92,91.66666667,65.66666667,19.75742575,22.52145215,-2.4367816,compete,pos,outgrp,13,howbad,0.49
92,91.66666667,65.66666667,19.75742575,22.52145215,-2.4367816,compete,pos,outgrp,14,howbad,0.06
92,91.66666667,65.66666667,19.75742575,22.52145215,-2.4367816,compete,pos,ingrp,15,howbad,0.38
92,91.66666667,65.66666667,19.75742575,22.52145215,-2.4367816,compete,pos,ingrp,16,howbad,0.5
95,75.33333333,16.33333333,3.424092413,-26.81188119,30.5632184,compete,neg,ingrp,1,howbad,0.7
95,75.33333333,16.33333333,3.424092413,-26.81188119,30.5632184,compete,neg,outgrp,2,howbad,0.64
95,75.33333333,16.33333333,3.424092413,-26.81188119,30.5632184,compete,neg,ingrp,3,howbad,0.69
95,75.33333333,16.33333333,3.424092413,-26.81188119,30.5632184,compete,neg,outgrp,4,howbad,0.35
95,75.33333333,16.33333333,3.424092413,-26.81188119,30.5632184,compete,neg,outgrp,5,howbad,0.54
95,75.33333333,16.33333333,3.424092413,-26.81188119,30.5632184,compete,neg,ingrp,6,howbad,0.83
95,75.33333333,16.33333333,3.424092413,-26.81188119,30.5632184,compete,neg,ingrp,7,howbad,0.66
95,75.33333333,16.33333333,3.424092413,-26.81188119,30.5632184,compete,neg,outgrp,8,howbad,0.59
95,75.33333333,16.33333333,3.424092413,-26.81188119,30.5632184,compete,pos,ingrp,9,howbad,0.2
95,75.33333333,16.33333333,3.424092413,-26.81188119,30.5632184,compete,pos,outgrp,10,howbad,0.26
95,75.33333333,16.33333333,3.424092413,-26.81188119,30.5632184,compete,pos,outgrp,11,howbad,0.34
95,75.33333333,16.33333333,3.424092413,-26.81188119,30.5632184,compete,pos,outgrp,12,howbad,0.32
95,75.33333333,16.33333333,3.424092413,-26.81188119,30.5632184,compete,pos,ingrp,13,howbad,0.3
95,75.33333333,16.33333333,3.424092413,-26.81188119,30.5632184,compete,pos,outgrp,14,howbad,0.25
95,75.33333333,16.33333333,3.424092413,-26.81188119,30.5632184,compete,pos,ingrp,15,howbad,0.26
95,75.33333333,16.33333333,3.424092413,-26.81188119,30.5632184,compete,pos,ingrp,16,howbad,0.25
96,66,28,-5.90924092,-15.14521452,9.5632184,neutral,neg,outgrp,1,howbad,0.57
96,66,28,-5.90924092,-15.14521452,9.5632184,neutral,neg,ingrp,2,howbad,0.57
96,66,28,-5.90924092,-15.14521452,9.5632184,neutral,neg,ingrp,3,howbad,0.64
96,66,28,-5.90924092,-15.14521452,9.5632184,neutral,neg,ingrp,4,howbad,0.58
96,66,28,-5.90924092,-15.14521452,9.5632184,neutral,neg,outgrp,5,howbad,0.32
96,66,28,-5.90924092,-15.14521452,9.5632184,neutral,neg,outgrp,6,howbad,0.61
96,66,28,-5.90924092,-15.14521452,9.5632184,neutral,neg,outgrp,7,howbad,0.59
96,66,28,-5.90924092,-15.14521452,9.5632184,neutral,neg,ingrp,8,howbad,0.56
96,66,28,-5.90924092,-15.14521452,9.5632184,neutral,pos,outgrp,9,howbad,0.09
96,66,28,-5.90924092,-15.14521452,9.5632184,neutral,pos,outgrp,10,howbad,0.17
96,66,28,-5.90924092,-15.14521452,9.5632184,neutral,pos,ingrp,11,howbad,0.22
96,66,28,-5.90924092,-15.14521452,9.5632184,neutral,pos,outgrp,12,howbad,0.33
96,66,28,-5.90924092,-15.14521452,9.5632184,neutral,pos,ingrp,13,howbad,0.18
96,66,28,-5.90924092,-15.14521452,9.5632184,neutral,pos,ingrp,14,howbad,0.08
96,66,28,-5.90924092,-15.14521452,9.5632184,neutral,pos,outgrp,15,howbad,0.16
96,66,28,-5.90924092,-15.14521452,9.5632184,neutral,pos,ingrp,16,howbad,0.06
99,100,24.33333333,28.09075908,-18.81188119,47.22988507,compete,neg,outgrp,1,howbad,0.7
99,100,24.33333333,28.09075908,-18.81188119,47.22988507,compete,neg,outgrp,2,howbad,0.59
99,100,24.33333333,28.09075908,-18.81188119,47.22988507,compete,neg,outgrp,3,howbad,0.6
99,100,24.33333333,28.09075908,-18.81188119,47.22988507,compete,neg,ingrp,4,howbad,0.57
99,100,24.33333333,28.09075908,-18.81188119,47.22988507,compete,neg,ingrp,5,howbad,0.34
99,100,24.33333333,28.09075908,-18.81188119,47.22988507,compete,neg,outgrp,6,howbad,0.56
99,100,24.33333333,28.09075908,-18.81188119,47.22988507,compete,neg,ingrp,7,howbad,0.61
99,100,24.33333333,28.09075908,-18.81188119,47.22988507,compete,neg,ingrp,8,howbad,0.56
99,100,24.33333333,28.09075908,-18.81188119,47.22988507,compete,pos,outgrp,9,howbad,0.16
99,100,24.33333333,28.09075908,-18.81188119,47.22988507,compete,pos,outgrp,10,howbad,0.12
99,100,24.33333333,28.09075908,-18.81188119,47.22988507,compete,pos,outgrp,11,howbad,0.23
99,100,24.33333333,28.09075908,-18.81188119,47.22988507,compete,pos,ingrp,12,howbad,0.29
99,100,24.33333333,28.09075908,-18.81188119,47.22988507,compete,pos,ingrp,13,howbad,0.14
99,100,24.33333333,28.09075908,-18.81188119,47.22988507,compete,pos,ingrp,14,howbad,0
99,100,24.33333333,28.09075908,-18.81188119,47.22988507,compete,pos,outgrp,15,howbad,0.17
99,100,24.33333333,28.09075908,-18.81188119,47.22988507,compete,pos,ingrp,16,howbad,0.13
100,85,61.66666667,13.09075908,18.52145215,-5.103448267,cooperate,neg,ingrp,1,howbad,0.82
100,85,61.66666667,13.09075908,18.52145215,-5.103448267,cooperate,neg,ingrp,2,howbad,0.59
100,85,61.66666667,13.09075908,18.52145215,-5.103448267,cooperate,neg,outgrp,3,howbad,0.76
100,85,61.66666667,13.09075908,18.52145215,-5.103448267,cooperate,neg,ingrp,4,howbad,0.76
100,85,61.66666667,13.09075908,18.52145215,-5.103448267,cooperate,neg,outgrp,5,howbad,0.74
100,85,61.66666667,13.09075908,18.52145215,-5.103448267,cooperate,neg,ingrp,6,howbad,0.75
100,85,61.66666667,13.09075908,18.52145215,-5.103448267,cooperate,neg,outgrp,7,howbad,0.41
100,85,61.66666667,13.09075908,18.52145215,-5.103448267,cooperate,neg,outgrp,8,howbad,0.63
100,85,61.66666667,13.09075908,18.52145215,-5.103448267,cooperate,pos,outgrp,9,howbad,0.08
100,85,61.66666667,13.09075908,18.52145215,-5.103448267,cooperate,pos,outgrp,10,howbad,0.21
100,85,61.66666667,13.09075908,18.52145215,-5.103448267,cooperate,pos,ingrp,11,howbad,0.23
100,85,61.66666667,13.09075908,18.52145215,-5.103448267,cooperate,pos,ingrp,12,howbad,0.18
100,85,61.66666667,13.09075908,18.52145215,-5.103448267,cooperate,pos,outgrp,13,howbad,0.2
100,85,61.66666667,13.09075908,18.52145215,-5.103448267,cooperate,pos,ingrp,14,howbad,0.16
100,85,61.66666667,13.09075908,18.52145215,-5.103448267,cooperate,pos,outgrp,15,howbad,0.09
100,85,61.66666667,13.09075908,18.52145215,-5.103448267,cooperate,pos,ingrp,16,howbad,0.13
101,50,50,-21.90924092,6.85478548,-28.4367816,compete,neg,ingrp,1,howbad,0.73
101,50,50,-21.90924092,6.85478548,-28.4367816,compete,neg,outgrp,2,howbad,0.72
101,50,50,-21.90924092,6.85478548,-28.4367816,compete,neg,ingrp,3,howbad,0.64
101,50,50,-21.90924092,6.85478548,-28.4367816,compete,neg,outgrp,4,howbad,0.68
101,50,50,-21.90924092,6.85478548,-28.4367816,compete,neg,outgrp,5,howbad,0.61
101,50,50,-21.90924092,6.85478548,-28.4367816,compete,neg,ingrp,6,howbad,0.65
101,50,50,-21.90924092,6.85478548,-28.4367816,compete,neg,ingrp,7,howbad,0.61
101,50,50,-21.90924092,6.85478548,-28.4367816,compete,neg,outgrp,8,howbad,0.68
101,50,50,-21.90924092,6.85478548,-28.4367816,compete,pos,outgrp,9,howbad,0.04
101,50,50,-21.90924092,6.85478548,-28.4367816,compete,pos,outgrp,10,howbad,0
101,50,50,-21.90924092,6.85478548,-28.4367816,compete,pos,ingrp,11,howbad,0.31
101,50,50,-21.90924092,6.85478548,-28.4367816,compete,pos,outgrp,12,howbad,0.44
101,50,50,-21.90924092,6.85478548,-28.4367816,compete,pos,outgrp,13,howbad,0.05
101,50,50,-21.90924092,6.85478548,-28.4367816,compete,pos,ingrp,14,howbad,0
101,50,50,-21.90924092,6.85478548,-28.4367816,compete,pos,ingrp,15,howbad,0.38
101,50,50,-21.90924092,6.85478548,-28.4367816,compete,pos,ingrp,16,howbad,0
103,99.66666667,50,27.75742575,6.85478548,21.22988507,cooperate,neg,outgrp,1,howbad,1
103,99.66666667,50,27.75742575,6.85478548,21.22988507,cooperate,neg,outgrp,2,howbad,0.56
103,99.66666667,50,27.75742575,6.85478548,21.22988507,cooperate,neg,ingrp,3,howbad,0.81
103,99.66666667,50,27.75742575,6.85478548,21.22988507,cooperate,neg,outgrp,4,howbad,1
103,99.66666667,50,27.75742575,6.85478548,21.22988507,cooperate,neg,ingrp,5,howbad,0
103,99.66666667,50,27.75742575,6.85478548,21.22988507,cooperate,neg,outgrp,6,howbad,0.8
103,99.66666667,50,27.75742575,6.85478548,21.22988507,cooperate,neg,ingrp,7,howbad,0.85
103,99.66666667,50,27.75742575,6.85478548,21.22988507,cooperate,neg,ingrp,8,howbad,0.24
103,99.66666667,50,27.75742575,6.85478548,21.22988507,cooperate,pos,ingrp,9,howbad,0
103,99.66666667,50,27.75742575,6.85478548,21.22988507,cooperate,pos,ingrp,10,howbad,0
103,99.66666667,50,27.75742575,6.85478548,21.22988507,cooperate,pos,outgrp,11,howbad,0
103,99.66666667,50,27.75742575,6.85478548,21.22988507,cooperate,pos,ingrp,12,howbad,0
103,99.66666667,50,27.75742575,6.85478548,21.22988507,cooperate,pos,outgrp,13,howbad,0
103,99.66666667,50,27.75742575,6.85478548,21.22988507,cooperate,pos,outgrp,14,howbad,0
103,99.66666667,50,27.75742575,6.85478548,21.22988507,cooperate,pos,outgrp,15,howbad,0
103,99.66666667,50,27.75742575,6.85478548,21.22988507,cooperate,pos,ingrp,16,howbad,0
104,62.66666667,41.33333333,-9.242574253,-1.811881187,-7.103448267,cooperate,neg,outgrp,1,howbad,0.8
104,62.66666667,41.33333333,-9.242574253,-1.811881187,-7.103448267,cooperate,neg,ingrp,2,howbad,0.68
104,62.66666667,41.33333333,-9.242574253,-1.811881187,-7.103448267,cooperate,neg,ingrp,3,howbad,0.73
104,62.66666667,41.33333333,-9.242574253,-1.811881187,-7.103448267,cooperate,neg,outgrp,4,howbad,0.6
104,62.66666667,41.33333333,-9.242574253,-1.811881187,-7.103448267,cooperate,neg,ingrp,5,howbad,0.84
104,62.66666667,41.33333333,-9.242574253,-1.811881187,-7.103448267,cooperate,neg,outgrp,6,howbad,0.75
104,62.66666667,41.33333333,-9.242574253,-1.811881187,-7.103448267,cooperate,neg,outgrp,7,howbad,0.75
104,62.66666667,41.33333333,-9.242574253,-1.811881187,-7.103448267,cooperate,neg,ingrp,8,howbad,0.78
104,62.66666667,41.33333333,-9.242574253,-1.811881187,-7.103448267,cooperate,pos,ingrp,9,howbad,0
104,62.66666667,41.33333333,-9.242574253,-1.811881187,-7.103448267,cooperate,pos,outgrp,10,howbad,0
104,62.66666667,41.33333333,-9.242574253,-1.811881187,-7.103448267,cooperate,pos,ingrp,11,howbad,0
104,62.66666667,41.33333333,-9.242574253,-1.811881187,-7.103448267,cooperate,pos,ingrp,12,howbad,0
104,62.66666667,41.33333333,-9.242574253,-1.811881187,-7.103448267,cooperate,pos,outgrp,13,howbad,0
104,62.66666667,41.33333333,-9.242574253,-1.811881187,-7.103448267,cooperate,pos,ingrp,14,howbad,0
104,62.66666667,41.33333333,-9.242574253,-1.811881187,-7.103448267,cooperate,pos,outgrp,15,howbad,0
104,62.66666667,41.33333333,-9.242574253,-1.811881187,-7.103448267,cooperate,pos,outgrp,16,howbad,0
106,80,26.33333333,8.09075908,-16.81188119,25.22988507,compete,neg,outgrp,1,howbad,0.3
106,80,26.33333333,8.09075908,-16.81188119,25.22988507,compete,neg,ingrp,2,howbad,0.56
106,80,26.33333333,8.09075908,-16.81188119,25.22988507,compete,neg,outgrp,3,howbad,0.29
106,80,26.33333333,8.09075908,-16.81188119,25.22988507,compete,neg,ingrp,4,howbad,0.62
106,80,26.33333333,8.09075908,-16.81188119,25.22988507,compete,neg,outgrp,5,howbad,0.33
106,80,26.33333333,8.09075908,-16.81188119,25.22988507,compete,neg,ingrp,6,howbad,0.61
106,80,26.33333333,8.09075908,-16.81188119,25.22988507,compete,neg,outgrp,7,howbad,0.26
106,80,26.33333333,8.09075908,-16.81188119,25.22988507,compete,neg,ingrp,8,howbad,0.35
106,80,26.33333333,8.09075908,-16.81188119,25.22988507,compete,pos,outgrp,9,howbad,0.3
106,80,26.33333333,8.09075908,-16.81188119,25.22988507,compete,pos,outgrp,10,howbad,0.24
106,80,26.33333333,8.09075908,-16.81188119,25.22988507,compete,pos,ingrp,11,howbad,0.36
106,80,26.33333333,8.09075908,-16.81188119,25.22988507,compete,pos,ingrp,12,howbad,0.24
106,80,26.33333333,8.09075908,-16.81188119,25.22988507,compete,pos,outgrp,13,howbad,0.26
106,80,26.33333333,8.09075908,-16.81188119,25.22988507,compete,pos,ingrp,14,howbad,0.32
106,80,26.33333333,8.09075908,-16.81188119,25.22988507,compete,pos,outgrp,15,howbad,0.29
106,80,26.33333333,8.09075908,-16.81188119,25.22988507,compete,pos,ingrp,16,howbad,0.3
107,33.66666667,31.33333333,-38.24257425,-11.81188119,-26.10344827,cooperate,neg,outgrp,1,howbad,0.69
107,33.66666667,31.33333333,-38.24257425,-11.81188119,-26.10344827,cooperate,neg,ingrp,2,howbad,0.54
107,33.66666667,31.33333333,-38.24257425,-11.81188119,-26.10344827,cooperate,neg,ingrp,3,howbad,0.19
107,33.66666667,31.33333333,-38.24257425,-11.81188119,-26.10344827,cooperate,neg,ingrp,4,howbad,0.68
107,33.66666667,31.33333333,-38.24257425,-11.81188119,-26.10344827,cooperate,neg,ingrp,5,howbad,0.56
107,33.66666667,31.33333333,-38.24257425,-11.81188119,-26.10344827,cooperate,neg,outgrp,6,howbad,0.6
107,33.66666667,31.33333333,-38.24257425,-11.81188119,-26.10344827,cooperate,neg,outgrp,7,howbad,0.71
107,33.66666667,31.33333333,-38.24257425,-11.81188119,-26.10344827,cooperate,neg,outgrp,8,howbad,0.58
107,33.66666667,31.33333333,-38.24257425,-11.81188119,-26.10344827,cooperate,pos,outgrp,9,howbad,0
107,33.66666667,31.33333333,-38.24257425,-11.81188119,-26.10344827,cooperate,pos,ingrp,10,howbad,0
107,33.66666667,31.33333333,-38.24257425,-11.81188119,-26.10344827,cooperate,pos,outgrp,11,howbad,0
107,33.66666667,31.33333333,-38.24257425,-11.81188119,-26.10344827,cooperate,pos,outgrp,12,howbad,0.32
107,33.66666667,31.33333333,-38.24257425,-11.81188119,-26.10344827,cooperate,pos,outgrp,13,howbad,0
107,33.66666667,31.33333333,-38.24257425,-11.81188119,-26.10344827,cooperate,pos,ingrp,14,howbad,0.3
107,33.66666667,31.33333333,-38.24257425,-11.81188119,-26.10344827,cooperate,pos,ingrp,15,howbad,0.01
107,33.66666667,31.33333333,-38.24257425,-11.81188119,-26.10344827,cooperate,pos,ingrp,16,howbad,0
108,100,17.33333333,28.09075908,-25.81188119,54.22988507,compete,neg,outgrp,1,howbad,0.58
108,100,17.33333333,28.09075908,-25.81188119,54.22988507,compete,neg,outgrp,2,howbad,0.59
108,100,17.33333333,28.09075908,-25.81188119,54.22988507,compete,neg,outgrp,3,howbad,0.71
108,100,17.33333333,28.09075908,-25.81188119,54.22988507,compete,neg,ingrp,4,howbad,0.59
108,100,17.33333333,28.09075908,-25.81188119,54.22988507,compete,neg,ingrp,5,howbad,0.86
108,100,17.33333333,28.09075908,-25.81188119,54.22988507,compete,neg,ingrp,6,howbad,0.6
108,100,17.33333333,28.09075908,-25.81188119,54.22988507,compete,neg,outgrp,7,howbad,0.6
108,100,17.33333333,28.09075908,-25.81188119,54.22988507,compete,neg,ingrp,8,howbad,0.62
108,100,17.33333333,28.09075908,-25.81188119,54.22988507,compete,pos,outgrp,9,howbad,0
108,100,17.33333333,28.09075908,-25.81188119,54.22988507,compete,pos,ingrp,10,howbad,0
108,100,17.33333333,28.09075908,-25.81188119,54.22988507,compete,pos,outgrp,11,howbad,0
108,100,17.33333333,28.09075908,-25.81188119,54.22988507,compete,pos,ingrp,12,howbad,0
108,100,17.33333333,28.09075908,-25.81188119,54.22988507,compete,pos,ingrp,13,howbad,0
108,100,17.33333333,28.09075908,-25.81188119,54.22988507,compete,pos,outgrp,14,howbad,0
108,100,17.33333333,28.09075908,-25.81188119,54.22988507,compete,pos,ingrp,15,howbad,0
108,100,17.33333333,28.09075908,-25.81188119,54.22988507,compete,pos,outgrp,16,howbad,0
109,100,66.66666667,28.09075908,23.52145215,4.896551733,compete,neg,ingrp,1,howbad,0.57
109,100,66.66666667,28.09075908,23.52145215,4.896551733,compete,neg,outgrp,2,howbad,0.53
109,100,66.66666667,28.09075908,23.52145215,4.896551733,compete,neg,outgrp,3,howbad,0.77
109,100,66.66666667,28.09075908,23.52145215,4.896551733,compete,neg,ingrp,4,howbad,0.78
109,100,66.66666667,28.09075908,23.52145215,4.896551733,compete,neg,ingrp,5,howbad,0.41
109,100,66.66666667,28.09075908,23.52145215,4.896551733,compete,neg,outgrp,6,howbad,0.62
109,100,66.66666667,28.09075908,23.52145215,4.896551733,compete,neg,ingrp,7,howbad,0.71
109,100,66.66666667,28.09075908,23.52145215,4.896551733,compete,neg,outgrp,8,howbad,0.58
109,100,66.66666667,28.09075908,23.52145215,4.896551733,compete,pos,ingrp,9,howbad,0.19
109,100,66.66666667,28.09075908,23.52145215,4.896551733,compete,pos,ingrp,10,howbad,0.5
109,100,66.66666667,28.09075908,23.52145215,4.896551733,compete,pos,outgrp,11,howbad,0.31
109,100,66.66666667,28.09075908,23.52145215,4.896551733,compete,pos,ingrp,12,howbad,0.34
109,100,66.66666667,28.09075908,23.52145215,4.896551733,compete,pos,outgrp,13,howbad,0.13
109,100,66.66666667,28.09075908,23.52145215,4.896551733,compete,pos,ingrp,14,howbad,0.32
109,100,66.66666667,28.09075908,23.52145215,4.896551733,compete,pos,outgrp,15,howbad,0.22
109,100,66.66666667,28.09075908,23.52145215,4.896551733,compete,pos,outgrp,16,howbad,0.03
113,52,53.33333333,-19.90924092,10.18811881,-29.77011493,cooperate,neg,outgrp,1,howbad,0.7
113,52,53.33333333,-19.90924092,10.18811881,-29.77011493,cooperate,neg,ingrp,2,howbad,0.57
