file,n_articles,citations_total
../data/raw/0.jsonl.gz,0,0
../data/raw/1.jsonl.gz,0,0
../data/raw/1000.jsonl.gz,0,0
../data/raw/1001.jsonl.gz,0,0
../data/raw/1002.jsonl.gz,0,0
../data/raw/1003.jsonl.gz,0,0
../data/raw/1004.jsonl.gz,0,0
../data/raw/1005.jsonl.gz,0,0
../data/raw/1006.jsonl.gz,0,0
../data/raw/1007.jsonl.gz,0,0
../data/raw/1008.jsonl.gz,0,0
../data/raw/1009.jsonl.gz,0,0
../data/raw/1010.jsonl.gz,0,0
../data/raw/1011.jsonl.gz,0,0
../data/raw/10118.jsonl.gz,0,0
../data/raw/1012.jsonl.gz,0,0
../data/raw/10121.jsonl.gz,0,0
../data/raw/10127.jsonl.gz,0,0
../data/raw/10128.jsonl.gz,0,0
../data/raw/1013.jsonl.gz,0,0
../data/raw/10136.jsonl.gz,0,0
../data/raw/1014.jsonl.gz,0,0
../data/raw/10148.jsonl.gz,0,0
../data/raw/1015.jsonl.gz,0,0
../data/raw/10154.jsonl.gz,0,0
../data/raw/1016.jsonl.gz,0,0
../data/raw/10163.jsonl.gz,0,0
../data/raw/1017.jsonl.gz,0,0
../data/raw/1018.jsonl.gz,0,0
../data/raw/1019.jsonl.gz,0,0
../data/raw/1020.jsonl.gz,0,0
../data/raw/1021.jsonl.gz,0,0
../data/raw/1022.jsonl.gz,0,0
../data/raw/1023.jsonl.gz,0,0
../data/raw/1024.jsonl.gz,0,0
../data/raw/1025.jsonl.gz,0,0
../data/raw/1026.jsonl.gz,0,0
../data/raw/1027.jsonl.gz,0,0
../data/raw/1028.jsonl.gz,0,0
../data/raw/1029.jsonl.gz,0,0
../data/raw/1030.jsonl.gz,0,0
../data/raw/1031.jsonl.gz,0,0
../data/raw/1032.jsonl.gz,0,0
../data/raw/1033.jsonl.gz,0,0
../data/raw/1034.jsonl.gz,0,0
../data/raw/1035.jsonl.gz,0,0
../data/raw/1036.jsonl.gz,0,0
../data/raw/1037.jsonl.gz,0,0
../data/raw/1038.jsonl.gz,0,0
../data/raw/1039.jsonl.gz,0,0
../data/raw/1040.jsonl.gz,0,0
../data/raw/1041.jsonl.gz,0,0
../data/raw/1042.jsonl.gz,0,0
../data/raw/1043.jsonl.gz,0,0
../data/raw/1044.jsonl.gz,0,0
../data/raw/1045.jsonl.gz,0,0
../data/raw/1046.jsonl.gz,0,0
../data/raw/1047.jsonl.gz,0,0
../data/raw/1048.jsonl.gz,0,0
../data/raw/1049.jsonl.gz,0,0
../data/raw/1050.jsonl.gz,0,0
../data/raw/1051.jsonl.gz,0,0
../data/raw/1052.jsonl.gz,0,0
../data/raw/1053.jsonl.gz,0,0
../data/raw/1054.jsonl.gz,0,0
../data/raw/1055.jsonl.gz,0,0
../data/raw/1056.jsonl.gz,0,0
../data/raw/1057.jsonl.gz,0,0
../data/raw/1058.jsonl.gz,0,0
../data/raw/1059.jsonl.gz,0,0
../data/raw/1060.jsonl.gz,0,0
../data/raw/1061.jsonl.gz,0,0
../data/raw/1062.jsonl.gz,0,0
../data/raw/1063.jsonl.gz,0,0
../data/raw/1064.jsonl.gz,0,0
../data/raw/1065.jsonl.gz,0,0
../data/raw/1066.jsonl.gz,0,0
../data/raw/1067.jsonl.gz,0,0
../data/raw/10674.jsonl.gz,0,0
../data/raw/1068.jsonl.gz,0,0
../data/raw/1069.jsonl.gz,0,0
../data/raw/1070.jsonl.gz,0,0
../data/raw/1071.jsonl.gz,0,0
../data/raw/1072.jsonl.gz,0,0
../data/raw/1073.jsonl.gz,0,0
../data/raw/1074.jsonl.gz,0,0
../data/raw/1075.jsonl.gz,0,0
../data/raw/1076.jsonl.gz,0,0
../data/raw/1077.jsonl.gz,0,0
../data/raw/1078.jsonl.gz,0,0
../data/raw/1079.jsonl.gz,0,0
../data/raw/1080.jsonl.gz,0,0
../data/raw/1081.jsonl.gz,0,0
../data/raw/1082.jsonl.gz,0,0
../data/raw/1083.jsonl.gz,0,0
../data/raw/1084.jsonl.gz,0,0
../data/raw/1085.jsonl.gz,0,0
../data/raw/1086.jsonl.gz,0,0
../data/raw/1087.jsonl.gz,0,0
../data/raw/1088.jsonl.gz,0,0
../data/raw/1089.jsonl.gz,0,0
../data/raw/109.jsonl.gz,0,0
../data/raw/1090.jsonl.gz,0,0
../data/raw/1091.jsonl.gz,0,0
../data/raw/1092.jsonl.gz,0,0
../data/raw/1093.jsonl.gz,0,0
../data/raw/1094.jsonl.gz,0,0
../data/raw/1095.jsonl.gz,0,0
../data/raw/1096.jsonl.gz,0,0
../data/raw/1097.jsonl.gz,0,0
../data/raw/1098.jsonl.gz,0,0
../data/raw/1099.jsonl.gz,0,0
../data/raw/110.jsonl.gz,0,0
../data/raw/1100.jsonl.gz,0,0
../data/raw/1101.jsonl.gz,0,0
../data/raw/1102.jsonl.gz,0,0
../data/raw/1103.jsonl.gz,0,0
../data/raw/1104.jsonl.gz,0,0
../data/raw/1105.jsonl.gz,0,0
../data/raw/1106.jsonl.gz,0,0
../data/raw/1107.jsonl.gz,0,0
../data/raw/11072.jsonl.gz,0,0
../data/raw/1108.jsonl.gz,0,0
../data/raw/11084.jsonl.gz,0,0
../data/raw/1109.jsonl.gz,0,0
../data/raw/111.jsonl.gz,0,0
../data/raw/1110.jsonl.gz,0,0
../data/raw/1111.jsonl.gz,0,0
../data/raw/1112.jsonl.gz,0,0
../data/raw/1113.jsonl.gz,0,0
../data/raw/1114.jsonl.gz,0,0
../data/raw/1115.jsonl.gz,0,0
../data/raw/1116.jsonl.gz,0,0
../data/raw/1117.jsonl.gz,0,0
../data/raw/1118.jsonl.gz,0,0
../data/raw/1119.jsonl.gz,0,0
../data/raw/112.jsonl.gz,0,0
../data/raw/1120.jsonl.gz,0,0
../data/raw/1121.jsonl.gz,0,0
../data/raw/1122.jsonl.gz,0,0
../data/raw/1123.jsonl.gz,0,0
../data/raw/1124.jsonl.gz,0,0
../data/raw/1125.jsonl.gz,0,0
../data/raw/1126.jsonl.gz,0,0
../data/raw/1127.jsonl.gz,0,0
../data/raw/1128.jsonl.gz,0,0
../data/raw/1129.jsonl.gz,0,0
../data/raw/113.jsonl.gz,0,0
../data/raw/1130.jsonl.gz,0,0
../data/raw/1131.jsonl.gz,0,0
../data/raw/1132.jsonl.gz,0,0
../data/raw/1133.jsonl.gz,0,0
../data/raw/1134.jsonl.gz,0,0
../data/raw/1135.jsonl.gz,0,0
../data/raw/1136.jsonl.gz,0,0
../data/raw/1137.jsonl.gz,0,0
../data/raw/1138.jsonl.gz,0,0
../data/raw/1139.jsonl.gz,0,0
../data/raw/114.jsonl.gz,0,0
../data/raw/1140.jsonl.gz,0,0
../data/raw/1141.jsonl.gz,0,0
../data/raw/1142.jsonl.gz,0,0
../data/raw/1143.jsonl.gz,0,0
../data/raw/1144.jsonl.gz,0,0
../data/raw/1145.jsonl.gz,0,0
../data/raw/1146.jsonl.gz,0,0
../data/raw/1147.jsonl.gz,0,0
../data/raw/1148.jsonl.gz,0,0
../data/raw/1149.jsonl.gz,0,0
../data/raw/115.jsonl.gz,0,0
../data/raw/1150.jsonl.gz,0,0
../data/raw/1151.jsonl.gz,0,0
../data/raw/1152.jsonl.gz,0,0
../data/raw/1153.jsonl.gz,0,0
../data/raw/1154.jsonl.gz,0,0
../data/raw/11546.jsonl.gz,0,0
../data/raw/1155.jsonl.gz,0,0
../data/raw/11557.jsonl.gz,0,0
../data/raw/1156.jsonl.gz,0,0
../data/raw/11564.jsonl.gz,0,0
../data/raw/1157.jsonl.gz,0,0
../data/raw/1158.jsonl.gz,0,0
../data/raw/1159.jsonl.gz,0,0
../data/raw/116.jsonl.gz,0,0
../data/raw/1160.jsonl.gz,0,0
../data/raw/1161.jsonl.gz,0,0
../data/raw/1162.jsonl.gz,0,0
../data/raw/1163.jsonl.gz,0,0
../data/raw/117.jsonl.gz,0,0
../data/raw/11791.jsonl.gz,0,0
../data/raw/118.jsonl.gz,0,0
../data/raw/119.jsonl.gz,0,0
../data/raw/11915.jsonl.gz,0,0
../data/raw/11916.jsonl.gz,0,0
../data/raw/11919.jsonl.gz,0,0
../data/raw/11920.jsonl.gz,0,0
../data/raw/120.jsonl.gz,0,0
../data/raw/121.jsonl.gz,0,0
../data/raw/122.jsonl.gz,0,0
../data/raw/123.jsonl.gz,0,0
../data/raw/12386.jsonl.gz,0,0
../data/raw/124.jsonl.gz,0,0
../data/raw/12465.jsonl.gz,0,0
../data/raw/125.jsonl.gz,0,0
../data/raw/126.jsonl.gz,0,0
../data/raw/127.jsonl.gz,0,0
../data/raw/128.jsonl.gz,0,0
../data/raw/129.jsonl.gz,0,0
../data/raw/130.jsonl.gz,0,0
../data/raw/131.jsonl.gz,0,0
../data/raw/132.jsonl.gz,0,0
../data/raw/133.jsonl.gz,0,0
../data/raw/134.jsonl.gz,0,0
../data/raw/13430.jsonl.gz,0,0
../data/raw/135.jsonl.gz,0,0
../data/raw/136.jsonl.gz,0,0
../data/raw/137.jsonl.gz,0,0
../data/raw/138.jsonl.gz,0,0
../data/raw/139.jsonl.gz,0,0
../data/raw/140.jsonl.gz,0,0
../data/raw/141.jsonl.gz,0,0
../data/raw/142.jsonl.gz,0,0
../data/raw/143.jsonl.gz,0,0
../data/raw/14347.jsonl.gz,0,0
../data/raw/14348.jsonl.gz,0,0
../data/raw/144.jsonl.gz,0,0
