pid,ing_c,outg_c,ID_c,cond,story,group,storynum,resptype,rating
12,-0.178666633,0.187268523,-0.357598177,seg,pos,outgrp,16,howbad,0.462
16,-0.079999967,0.007268523,-0.07893151,integ,pos,ingrp,1,howbad,0.262
16,-0.079999967,0.007268523,-0.07893151,integ,neg,ingrp,2,howbad,0.626
16,-0.079999967,0.007268523,-0.07893151,integ,pos,ingrp,3,howbad,0.214
16,-0.079999967,0.007268523,-0.07893151,integ,pos,ingrp,4,howbad,0.2
16,-0.079999967,0.007268523,-0.07893151,integ,neg,ingrp,5,howbad,0.676
16,-0.079999967,0.007268523,-0.07893151,integ,neg,ingrp,6,howbad,0.708
16,-0.079999967,0.007268523,-0.07893151,integ,pos,ingrp,7,howbad,0.1
16,-0.079999967,0.007268523,-0.07893151,integ,neg,ingrp,8,howbad,0.712
16,-0.079999967,0.007268523,-0.07893151,integ,pos,outgrp,9,howbad,0.324
16,-0.079999967,0.007268523,-0.07893151,integ,pos,outgrp,10,howbad,0.302
16,-0.079999967,0.007268523,-0.07893151,integ,neg,outgrp,11,howbad,0.266
16,-0.079999967,0.007268523,-0.07893151,integ,neg,outgrp,12,howbad,0.604
16,-0.079999967,0.007268523,-0.07893151,integ,pos,outgrp,13,howbad,0.336
16,-0.079999967,0.007268523,-0.07893151,integ,neg,outgrp,14,howbad,0.29
16,-0.079999967,0.007268523,-0.07893151,integ,pos,outgrp,15,howbad,0.326
16,-0.079999967,0.007268523,-0.07893151,integ,neg,outgrp,16,howbad,0.634
17,0.064000033,-0.302731477,0.37506849,integ,pos,ingrp,1,howbad,0
17,0.064000033,-0.302731477,0.37506849,integ,pos,ingrp,2,howbad,0
17,0.064000033,-0.302731477,0.37506849,integ,pos,ingrp,3,howbad,0
17,0.064000033,-0.302731477,0.37506849,integ,neg,ingrp,4,howbad,0.236
17,0.064000033,-0.302731477,0.37506849,integ,neg,ingrp,5,howbad,0.476
17,0.064000033,-0.302731477,0.37506849,integ,pos,ingrp,6,howbad,0.106
17,0.064000033,-0.302731477,0.37506849,integ,neg,ingrp,7,howbad,0.4
17,0.064000033,-0.302731477,0.37506849,integ,neg,ingrp,8,howbad,0.438
17,0.064000033,-0.302731477,0.37506849,integ,neg,outgrp,9,howbad,0.576
17,0.064000033,-0.302731477,0.37506849,integ,pos,outgrp,10,howbad,0.222
17,0.064000033,-0.302731477,0.37506849,integ,pos,outgrp,11,howbad,0.094
17,0.064000033,-0.302731477,0.37506849,integ,pos,outgrp,12,howbad,0
17,0.064000033,-0.302731477,0.37506849,integ,neg,outgrp,13,howbad,0.55
17,0.064000033,-0.302731477,0.37506849,integ,neg,outgrp,14,howbad,0.542
17,0.064000033,-0.302731477,0.37506849,integ,pos,outgrp,15,howbad,0.212
17,0.064000033,-0.302731477,0.37506849,integ,neg,outgrp,16,howbad,0.616
18,-0.2153333,0.142601857,-0.349598177,integ,pos,ingrp,1,howbad,0.1
18,-0.2153333,0.142601857,-0.349598177,integ,pos,ingrp,2,howbad,0.306
18,-0.2153333,0.142601857,-0.349598177,integ,pos,ingrp,3,howbad,0.278
18,-0.2153333,0.142601857,-0.349598177,integ,neg,ingrp,4,howbad,0.594
18,-0.2153333,0.142601857,-0.349598177,integ,neg,ingrp,5,howbad,0.594
18,-0.2153333,0.142601857,-0.349598177,integ,pos,ingrp,6,howbad,0.168
18,-0.2153333,0.142601857,-0.349598177,integ,neg,ingrp,7,howbad,0.55
18,-0.2153333,0.142601857,-0.349598177,integ,neg,ingrp,8,howbad,0.562
18,-0.2153333,0.142601857,-0.349598177,integ,pos,outgrp,9,howbad,0.196
18,-0.2153333,0.142601857,-0.349598177,integ,pos,outgrp,10,howbad,0.348
18,-0.2153333,0.142601857,-0.349598177,integ,neg,outgrp,11,howbad,0.61
18,-0.2153333,0.142601857,-0.349598177,integ,neg,outgrp,12,howbad,0.534
18,-0.2153333,0.142601857,-0.349598177,integ,pos,outgrp,13,howbad,0.262
18,-0.2153333,0.142601857,-0.349598177,integ,pos,outgrp,14,howbad,0.476
18,-0.2153333,0.142601857,-0.349598177,integ,neg,outgrp,15,howbad,0.538
18,-0.2153333,0.142601857,-0.349598177,integ,neg,outgrp,16,howbad,0.534
19,0.0486667,0.435268523,-0.378264843,seg,pos,ingrp,1,howbad,0.302
19,0.0486667,0.435268523,-0.378264843,seg,pos,ingrp,2,howbad,0
19,0.0486667,0.435268523,-0.378264843,seg,neg,ingrp,3,howbad,1
19,0.0486667,0.435268523,-0.378264843,seg,pos,ingrp,4,howbad,0
19,0.0486667,0.435268523,-0.378264843,seg,neg,ingrp,5,howbad,1
19,0.0486667,0.435268523,-0.378264843,seg,pos,ingrp,6,howbad,0
19,0.0486667,0.435268523,-0.378264843,seg,neg,ingrp,7,howbad,0.766
19,0.0486667,0.435268523,-0.378264843,seg,neg,ingrp,8,howbad,0.402
19,0.0486667,0.435268523,-0.378264843,seg,pos,outgrp,9,howbad,0
19,0.0486667,0.435268523,-0.378264843,seg,neg,outgrp,10,howbad,0.538
19,0.0486667,0.435268523,-0.378264843,seg,pos,outgrp,11,howbad,0.114
19,0.0486667,0.435268523,-0.378264843,seg,pos,outgrp,12,howbad,0
19,0.0486667,0.435268523,-0.378264843,seg,neg,outgrp,13,howbad,0.394
19,0.0486667,0.435268523,-0.378264843,seg,neg,outgrp,14,howbad,0.922
19,0.0486667,0.435268523,-0.378264843,seg,pos,outgrp,15,howbad,0
19,0.0486667,0.435268523,-0.378264843,seg,neg,outgrp,16,howbad,0.884
23,-0.2233333,-0.16006481,-0.05493151,integ,neg,ingrp,1,howbad,0.244
23,-0.2233333,-0.16006481,-0.05493151,integ,neg,ingrp,2,howbad,0.418
23,-0.2233333,-0.16006481,-0.05493151,integ,pos,ingrp,3,howbad,0.162
23,-0.2233333,-0.16006481,-0.05493151,integ,neg,ingrp,4,howbad,0.376
23,-0.2233333,-0.16006481,-0.05493151,integ,pos,ingrp,5,howbad,0.406
23,-0.2233333,-0.16006481,-0.05493151,integ,pos,ingrp,6,howbad,0.07
23,-0.2233333,-0.16006481,-0.05493151,integ,neg,ingrp,7,howbad,0.418
23,-0.2233333,-0.16006481,-0.05493151,integ,pos,ingrp,8,howbad,0.166
23,-0.2233333,-0.16006481,-0.05493151,integ,neg,outgrp,9,howbad,0.554
23,-0.2233333,-0.16006481,-0.05493151,integ,pos,outgrp,10,howbad,0.272
23,-0.2233333,-0.16006481,-0.05493151,integ,pos,outgrp,11,howbad,0.234
23,-0.2233333,-0.16006481,-0.05493151,integ,neg,outgrp,12,howbad,0.776
23,-0.2233333,-0.16006481,-0.05493151,integ,pos,outgrp,13,howbad,0.088
23,-0.2233333,-0.16006481,-0.05493151,integ,pos,outgrp,14,howbad,0.39
23,-0.2233333,-0.16006481,-0.05493151,integ,neg,outgrp,15,howbad,0.57
23,-0.2233333,-0.16006481,-0.05493151,integ,neg,outgrp,16,howbad,0.172
24,0.2606667,0.13593519,0.13306849,integ,neg,ingrp,1,howbad,0.598
24,0.2606667,0.13593519,0.13306849,integ,neg,ingrp,2,howbad,0.6
24,0.2606667,0.13593519,0.13306849,integ,neg,ingrp,3,howbad,0.646
24,0.2606667,0.13593519,0.13306849,integ,pos,ingrp,4,howbad,0.332
24,0.2606667,0.13593519,0.13306849,integ,pos,ingrp,5,howbad,0.298
24,0.2606667,0.13593519,0.13306849,integ,pos,ingrp,6,howbad,0.286
24,0.2606667,0.13593519,0.13306849,integ,pos,ingrp,7,howbad,0.354
24,0.2606667,0.13593519,0.13306849,integ,neg,ingrp,8,howbad,0.694
24,0.2606667,0.13593519,0.13306849,integ,neg,outgrp,9,howbad,0.68
24,0.2606667,0.13593519,0.13306849,integ,pos,outgrp,10,howbad,0.358
24,0.2606667,0.13593519,0.13306849,integ,neg,outgrp,11,howbad,0.582
24,0.2606667,0.13593519,0.13306849,integ,pos,outgrp,12,howbad,0.26
24,0.2606667,0.13593519,0.13306849,integ,neg,outgrp,13,howbad,0.746
24,0.2606667,0.13593519,0.13306849,integ,neg,outgrp,14,howbad,0.746
24,0.2606667,0.13593519,0.13306849,integ,pos,outgrp,15,howbad,0.268
24,0.2606667,0.13593519,0.13306849,integ,pos,outgrp,16,howbad,0.372
25,-0.234666633,-0.008731477,-0.217598177,seg,neg,ingrp,1,howbad,0.02
25,-0.234666633,-0.008731477,-0.217598177,seg,pos,ingrp,2,howbad,0
25,-0.234666633,-0.008731477,-0.217598177,seg,pos,ingrp,3,howbad,0.202
25,-0.234666633,-0.008731477,-0.217598177,seg,pos,ingrp,4,howbad,0
25,-0.234666633,-0.008731477,-0.217598177,seg,pos,ingrp,5,howbad,0
25,-0.234666633,-0.008731477,-0.217598177,seg,neg,ingrp,6,howbad,0
25,-0.234666633,-0.008731477,-0.217598177,seg,neg,ingrp,7,howbad,0.314
25,-0.234666633,-0.008731477,-0.217598177,seg,neg,ingrp,8,howbad,0.292
25,-0.234666633,-0.008731477,-0.217598177,seg,neg,outgrp,9,howbad,0
25,-0.234666633,-0.008731477,-0.217598177,seg,neg,outgrp,10,howbad,0
25,-0.234666633,-0.008731477,-0.217598177,seg,pos,outgrp,11,howbad,0
25,-0.234666633,-0.008731477,-0.217598177,seg,pos,outgrp,12,howbad,0.108
25,-0.234666633,-0.008731477,-0.217598177,seg,neg,outgrp,13,howbad,0
25,-0.234666633,-0.008731477,-0.217598177,seg,pos,outgrp,14,howbad,0.31
25,-0.234666633,-0.008731477,-0.217598177,seg,neg,outgrp,15,howbad,0.358
25,-0.234666633,-0.008731477,-0.217598177,seg,pos,outgrp,16,howbad,0
26,0.2606667,-0.36806481,0.63706849,seg,neg,ingrp,1,howbad,1
26,0.2606667,-0.36806481,0.63706849,seg,neg,ingrp,2,howbad,1
26,0.2606667,-0.36806481,0.63706849,seg,pos,ingrp,3,howbad,0
26,0.2606667,-0.36806481,0.63706849,seg,pos,ingrp,4,howbad,0
26,0.2606667,-0.36806481,0.63706849,seg,neg,ingrp,5,howbad,0.928
26,0.2606667,-0.36806481,0.63706849,seg,neg,ingrp,6,howbad,0.958
26,0.2606667,-0.36806481,0.63706849,seg,pos,ingrp,7,howbad,0.24
26,0.2606667,-0.36806481,0.63706849,seg,pos,ingrp,8,howbad,0.196
26,0.2606667,-0.36806481,0.63706849,seg,pos,outgrp,9,howbad,1
26,0.2606667,-0.36806481,0.63706849,seg,neg,outgrp,10,howbad,0
26,0.2606667,-0.36806481,0.63706849,seg,pos,outgrp,11,howbad,0.896
26,0.2606667,-0.36806481,0.63706849,seg,pos,outgrp,12,howbad,0.82
26,0.2606667,-0.36806481,0.63706849,seg,neg,outgrp,13,howbad,0
26,0.2606667,-0.36806481,0.63706849,seg,neg,outgrp,14,howbad,0.042
26,0.2606667,-0.36806481,0.63706849,seg,neg,outgrp,15,howbad,0.104
26,0.2606667,-0.36806481,0.63706849,seg,pos,outgrp,16,howbad,0.836
27,0.2046667,-0.01006481,0.22306849,seg,neg,ingrp,1,howbad,0.666
27,0.2046667,-0.01006481,0.22306849,seg,pos,ingrp,2,howbad,0.166
27,0.2046667,-0.01006481,0.22306849,seg,pos,ingrp,3,howbad,0
27,0.2046667,-0.01006481,0.22306849,seg,neg,ingrp,4,howbad,0.664
27,0.2046667,-0.01006481,0.22306849,seg,neg,ingrp,5,howbad,0.596
27,0.2046667,-0.01006481,0.22306849,seg,neg,ingrp,6,howbad,0.388
27,0.2046667,-0.01006481,0.22306849,seg,pos,ingrp,7,howbad,0.008
27,0.2046667,-0.01006481,0.22306849,seg,pos,ingrp,8,howbad,0.13
27,0.2046667,-0.01006481,0.22306849,seg,neg,outgrp,9,howbad,0.756
27,0.2046667,-0.01006481,0.22306849,seg,pos,outgrp,10,howbad,0
27,0.2046667,-0.01006481,0.22306849,seg,pos,outgrp,11,howbad,0.104
27,0.2046667,-0.01006481,0.22306849,seg,pos,outgrp,12,howbad,0.118
27,0.2046667,-0.01006481,0.22306849,seg,neg,outgrp,13,howbad,0.544
27,0.2046667,-0.01006481,0.22306849,seg,neg,outgrp,14,howbad,0.56
27,0.2046667,-0.01006481,0.22306849,seg,neg,outgrp,15,howbad,0.3
27,0.2046667,-0.01006481,0.22306849,seg,pos,outgrp,16,howbad,0.146
29,-0.225999967,0.158601857,-0.376264843,integ,neg,ingrp,1,howbad,0.446
29,-0.225999967,0.158601857,-0.376264843,integ,pos,ingrp,2,howbad,0.264
29,-0.225999967,0.158601857,-0.376264843,integ,neg,ingrp,3,howbad,0.576
29,-0.225999967,0.158601857,-0.376264843,integ,pos,ingrp,4,howbad,0
29,-0.225999967,0.158601857,-0.376264843,integ,neg,ingrp,5,howbad,0.904
29,-0.225999967,0.158601857,-0.376264843,integ,neg,ingrp,6,howbad,0.722
29,-0.225999967,0.158601857,-0.376264843,integ,pos,ingrp,7,howbad,0
29,-0.225999967,0.158601857,-0.376264843,integ,pos,ingrp,8,howbad,0
29,-0.225999967,0.158601857,-0.376264843,integ,pos,outgrp,9,howbad,0.406
29,-0.225999967,0.158601857,-0.376264843,integ,pos,outgrp,10,howbad,0.344
29,-0.225999967,0.158601857,-0.376264843,integ,pos,outgrp,11,howbad,0.372
29,-0.225999967,0.158601857,-0.376264843,integ,pos,outgrp,12,howbad,0.482
29,-0.225999967,0.158601857,-0.376264843,integ,neg,outgrp,13,howbad,0.594
29,-0.225999967,0.158601857,-0.376264843,integ,neg,outgrp,14,howbad,0.718
29,-0.225999967,0.158601857,-0.376264843,integ,neg,outgrp,15,howbad,0.532
29,-0.225999967,0.158601857,-0.376264843,integ,neg,outgrp,16,howbad,0.63
30,0.1226667,-0.309398143,0.440401823,seg,neg,ingrp,1,howbad,0
30,0.1226667,-0.309398143,0.440401823,seg,neg,ingrp,2,howbad,1
30,0.1226667,-0.309398143,0.440401823,seg,neg,ingrp,3,howbad,1
30,0.1226667,-0.309398143,0.440401823,seg,neg,ingrp,4,howbad,1
30,0.1226667,-0.309398143,0.440401823,seg,pos,ingrp,5,howbad,0
30,0.1226667,-0.309398143,0.440401823,seg,pos,ingrp,6,howbad,0.012
30,0.1226667,-0.309398143,0.440401823,seg,pos,ingrp,7,howbad,0.042
30,0.1226667,-0.309398143,0.440401823,seg,pos,ingrp,8,howbad,0.03
30,0.1226667,-0.309398143,0.440401823,seg,neg,outgrp,9,howbad,0
30,0.1226667,-0.309398143,0.440401823,seg,pos,outgrp,10,howbad,0.172
30,0.1226667,-0.309398143,0.440401823,seg,pos,outgrp,11,howbad,0.836
30,0.1226667,-0.309398143,0.440401823,seg,neg,outgrp,12,howbad,0
30,0.1226667,-0.309398143,0.440401823,seg,pos,outgrp,13,howbad,1
30,0.1226667,-0.309398143,0.440401823,seg,neg,outgrp,14,howbad,0
30,0.1226667,-0.309398143,0.440401823,seg,pos,outgrp,15,howbad,1
30,0.1226667,-0.309398143,0.440401823,seg,neg,outgrp,16,howbad,0.07
31,0.153333367,0.26593519,-0.104264843,integ,pos,ingrp,1,howbad,0.048
31,0.153333367,0.26593519,-0.104264843,integ,pos,ingrp,2,howbad,0
31,0.153333367,0.26593519,-0.104264843,integ,neg,ingrp,3,howbad,0.602
31,0.153333367,0.26593519,-0.104264843,integ,neg,ingrp,4,howbad,0.662
31,0.153333367,0.26593519,-0.104264843,integ,pos,ingrp,5,howbad,0.446
31,0.153333367,0.26593519,-0.104264843,integ,neg,ingrp,6,howbad,0.564
31,0.153333367,0.26593519,-0.104264843,integ,pos,ingrp,7,howbad,0.44
31,0.153333367,0.26593519,-0.104264843,integ,neg,ingrp,8,howbad,0.568
31,0.153333367,0.26593519,-0.104264843,integ,neg,outgrp,9,howbad,0.61
31,0.153333367,0.26593519,-0.104264843,integ,pos,outgrp,10,howbad,0.388
31,0.153333367,0.26593519,-0.104264843,integ,neg,outgrp,11,howbad,0.698
31,0.153333367,0.26593519,-0.104264843,integ,pos,outgrp,12,howbad,0.372
31,0.153333367,0.26593519,-0.104264843,integ,pos,outgrp,13,howbad,0.24
31,0.153333367,0.26593519,-0.104264843,integ,neg,outgrp,14,howbad,0.58
31,0.153333367,0.26593519,-0.104264843,integ,pos,outgrp,15,howbad,0.434
31,0.153333367,0.26593519,-0.104264843,integ,neg,outgrp,16,howbad,0.572
34,0.2066667,0.20193519,0.01306849,integ,pos,ingrp,1,howbad,0
34,0.2066667,0.20193519,0.01306849,integ,neg,ingrp,2,howbad,0
34,0.2066667,0.20193519,0.01306849,integ,pos,ingrp,3,howbad,0.268
34,0.2066667,0.20193519,0.01306849,integ,pos,ingrp,4,howbad,0
34,0.2066667,0.20193519,0.01306849,integ,neg,ingrp,5,howbad,0.678
34,0.2066667,0.20193519,0.01306849,integ,neg,ingrp,6,howbad,0.698
34,0.2066667,0.20193519,0.01306849,integ,pos,ingrp,7,howbad,0
34,0.2066667,0.20193519,0.01306849,integ,neg,ingrp,8,howbad,0.74
34,0.2066667,0.20193519,0.01306849,integ,pos,outgrp,9,howbad,0.274
34,0.2066667,0.20193519,0.01306849,integ,pos,outgrp,10,howbad,0
34,0.2066667,0.20193519,0.01306849,integ,pos,outgrp,11,howbad,0
34,0.2066667,0.20193519,0.01306849,integ,neg,outgrp,12,howbad,0.374
34,0.2066667,0.20193519,0.01306849,integ,neg,outgrp,13,howbad,0.56
34,0.2066667,0.20193519,0.01306849,integ,neg,outgrp,14,howbad,0.412
34,0.2066667,0.20193519,0.01306849,integ,neg,outgrp,15,howbad,0.382
34,0.2066667,0.20193519,0.01306849,integ,pos,outgrp,16,howbad,0.38
36,-0.007999967,-0.207398143,0.207735157,integ,pos,ingrp,1,howbad,0.034
36,-0.007999967,-0.207398143,0.207735157,integ,pos,ingrp,2,howbad,0.006
36,-0.007999967,-0.207398143,0.207735157,integ,neg,ingrp,3,howbad,1
36,-0.007999967,-0.207398143,0.207735157,integ,neg,ingrp,4,howbad,1
36,-0.007999967,-0.207398143,0.207735157,integ,neg,ingrp,5,howbad,0.744
36,-0.007999967,-0.207398143,0.207735157,integ,neg,ingrp,6,howbad,0.754
36,-0.007999967,-0.207398143,0.207735157,integ,pos,ingrp,7,howbad,0.102
36,-0.007999967,-0.207398143,0.207735157,integ,pos,ingrp,8,howbad,0.222
36,-0.007999967,-0.207398143,0.207735157,integ,pos,outgrp,9,howbad,0.118
36,-0.007999967,-0.207398143,0.207735157,integ,pos,outgrp,10,howbad,0.062
36,-0.007999967,-0.207398143,0.207735157,integ,neg,outgrp,11,howbad,0.67
36,-0.007999967,-0.207398143,0.207735157,integ,pos,outgrp,12,howbad,0.142
36,-0.007999967,-0.207398143,0.207735157,integ,neg,outgrp,13,howbad,0.67
36,-0.007999967,-0.207398143,0.207735157,integ,pos,outgrp,14,howbad,0.206
36,-0.007999967,-0.207398143,0.207735157,integ,neg,outgrp,15,howbad,0.602
36,-0.007999967,-0.207398143,0.207735157,integ,neg,outgrp,16,howbad,0.706
38,0.2606667,0.198601857,0.070401823,seg,neg,ingrp,1,howbad,0.816
38,0.2606667,0.198601857,0.070401823,seg,neg,ingrp,2,howbad,0.812
38,0.2606667,0.198601857,0.070401823,seg,pos,ingrp,3,howbad,0
38,0.2606667,0.198601857,0.070401823,seg,pos,ingrp,4,howbad,0
38,0.2606667,0.198601857,0.070401823,seg,pos,ingrp,5,howbad,0.002
38,0.2606667,0.198601857,0.070401823,seg,neg,ingrp,6,howbad,0.772
38,0.2606667,0.198601857,0.070401823,seg,neg,ingrp,7,howbad,0.714
38,0.2606667,0.198601857,0.070401823,seg,pos,ingrp,8,howbad,0
38,0.2606667,0.198601857,0.070401823,seg,pos,outgrp,9,howbad,0.004
38,0.2606667,0.198601857,0.070401823,seg,pos,outgrp,10,howbad,0
38,0.2606667,0.198601857,0.070401823,seg,neg,outgrp,11,howbad,1
38,0.2606667,0.198601857,0.070401823,seg,pos,outgrp,12,howbad,0
38,0.2606667,0.198601857,0.070401823,seg,neg,outgrp,13,howbad,0.612
38,0.2606667,0.198601857,0.070401823,seg,neg,outgrp,14,howbad,0.662
38,0.2606667,0.198601857,0.070401823,seg,pos,outgrp,15,howbad,0
38,0.2606667,0.198601857,0.070401823,seg,neg,outgrp,16,howbad,0.702
39,-0.155999967,-0.01406481,-0.133598177,integ,pos,ingrp,1,howbad,0
39,-0.155999967,-0.01406481,-0.133598177,integ,pos,ingrp,2,howbad,0
39,-0.155999967,-0.01406481,-0.133598177,integ,pos,ingrp,3,howbad,0
39,-0.155999967,-0.01406481,-0.133598177,integ,pos,ingrp,4,howbad,0
39,-0.155999967,-0.01406481,-0.133598177,integ,neg,ingrp,5,howbad,0.26
39,-0.155999967,-0.01406481,-0.133598177,integ,neg,ingrp,6,howbad,0.6
39,-0.155999967,-0.01406481,-0.133598177,integ,neg,ingrp,7,howbad,0.614
39,-0.155999967,-0.01406481,-0.133598177,integ,neg,ingrp,8,howbad,0.608
39,-0.155999967,-0.01406481,-0.133598177,integ,neg,outgrp,9,howbad,0.06
39,-0.155999967,-0.01406481,-0.133598177,integ,pos,outgrp,10,howbad,0
39,-0.155999967,-0.01406481,-0.133598177,integ,pos,outgrp,11,howbad,0
39,-0.155999967,-0.01406481,-0.133598177,integ,neg,outgrp,12,howbad,0.05
39,-0.155999967,-0.01406481,-0.133598177,integ,neg,outgrp,13,howbad,0.206
39,-0.155999967,-0.01406481,-0.133598177,integ,pos,outgrp,14,howbad,0
39,-0.155999967,-0.01406481,-0.133598177,integ,pos,outgrp,15,howbad,0
39,-0.155999967,-0.01406481,-0.133598177,integ,neg,outgrp,16,howbad,0.076
40,-0.058666633,-0.00406481,-0.046264843,integ,pos,ingrp,1,howbad,0.012
40,-0.058666633,-0.00406481,-0.046264843,integ,neg,ingrp,2,howbad,0.674
40,-0.058666633,-0.00406481,-0.046264843,integ,pos,ingrp,3,howbad,0.01
40,-0.058666633,-0.00406481,-0.046264843,integ,neg,ingrp,4,howbad,0.656
40,-0.058666633,-0.00406481,-0.046264843,integ,neg,ingrp,5,howbad,0.66
40,-0.058666633,-0.00406481,-0.046264843,integ,pos,ingrp,6,howbad,0.004
40,-0.058666633,-0.00406481,-0.046264843,integ,pos,ingrp,7,howbad,0.004
40,-0.058666633,-0.00406481,-0.046264843,integ,neg,ingrp,8,howbad,0.754
40,-0.058666633,-0.00406481,-0.046264843,integ,pos,outgrp,9,howbad,0.076
40,-0.058666633,-0.00406481,-0.046264843,integ,pos,outgrp,10,howbad,0
