pid,ing_c,outg_c,ID_c,story,group,bef_aft,storynum,resptype,rating
54,-0.54248976,-0.244244898,-0.298244893,neg,outgrp,after,9,howbad,0.566
54,-0.54248976,-0.244244898,-0.298244893,neg,outgrp,after,10,howbad,0
54,-0.54248976,-0.244244898,-0.298244893,neg,outgrp,after,11,howbad,0
54,-0.54248976,-0.244244898,-0.298244893,neg,ingrp,after,12,howbad,0
54,-0.54248976,-0.244244898,-0.298244893,pos,ingrp,before,13,howbad,0
54,-0.54248976,-0.244244898,-0.298244893,pos,outgrp,before,14,howbad,0
54,-0.54248976,-0.244244898,-0.298244893,pos,ingrp,before,15,howbad,0
54,-0.54248976,-0.244244898,-0.298244893,pos,outgrp,before,16,howbad,0
54,-0.54248976,-0.244244898,-0.298244893,pos,outgrp,before,17,howbad,0
54,-0.54248976,-0.244244898,-0.298244893,pos,ingrp,before,18,howbad,0
54,-0.54248976,-0.244244898,-0.298244893,pos,ingrp,after,19,howbad,0
54,-0.54248976,-0.244244898,-0.298244893,pos,outgrp,after,20,howbad,0
54,-0.54248976,-0.244244898,-0.298244893,pos,outgrp,after,21,howbad,0
54,-0.54248976,-0.244244898,-0.298244893,pos,outgrp,after,22,howbad,0
54,-0.54248976,-0.244244898,-0.298244893,pos,ingrp,after,23,howbad,0
54,-0.54248976,-0.244244898,-0.298244893,pos,ingrp,after,24,howbad,0
55,-0.169156427,0.129088436,-0.298244893,neg,ingrp,before,1,howbad,0.6
55,-0.169156427,0.129088436,-0.298244893,neg,ingrp,before,2,howbad,0
55,-0.169156427,0.129088436,-0.298244893,neg,outgrp,before,3,howbad,0.648
55,-0.169156427,0.129088436,-0.298244893,neg,outgrp,before,4,howbad,0.714
55,-0.169156427,0.129088436,-0.298244893,neg,ingrp,before,5,howbad,0
55,-0.169156427,0.129088436,-0.298244893,neg,outgrp,before,6,howbad,0
55,-0.169156427,0.129088436,-0.298244893,neg,ingrp,after,7,howbad,0.668
55,-0.169156427,0.129088436,-0.298244893,neg,outgrp,after,8,howbad,0
55,-0.169156427,0.129088436,-0.298244893,neg,ingrp,after,9,howbad,0
55,-0.169156427,0.129088436,-0.298244893,neg,outgrp,after,10,howbad,0.652
55,-0.169156427,0.129088436,-0.298244893,neg,outgrp,after,11,howbad,0.628
55,-0.169156427,0.129088436,-0.298244893,neg,ingrp,after,12,howbad,0.612
55,-0.169156427,0.129088436,-0.298244893,pos,outgrp,before,13,howbad,0
55,-0.169156427,0.129088436,-0.298244893,pos,outgrp,before,14,howbad,0
55,-0.169156427,0.129088436,-0.298244893,pos,ingrp,before,15,howbad,0
55,-0.169156427,0.129088436,-0.298244893,pos,ingrp,before,16,howbad,0
55,-0.169156427,0.129088436,-0.298244893,pos,ingrp,before,17,howbad,0
55,-0.169156427,0.129088436,-0.298244893,pos,outgrp,before,18,howbad,0
55,-0.169156427,0.129088436,-0.298244893,pos,outgrp,after,19,howbad,0
55,-0.169156427,0.129088436,-0.298244893,pos,ingrp,after,20,howbad,0
55,-0.169156427,0.129088436,-0.298244893,pos,ingrp,after,21,howbad,0
55,-0.169156427,0.129088436,-0.298244893,pos,outgrp,after,22,howbad,0
55,-0.169156427,0.129088436,-0.298244893,pos,outgrp,after,23,howbad,0
55,-0.169156427,0.129088436,-0.298244893,pos,ingrp,after,24,howbad,0
56,0.266176907,0.151088436,0.11508844,neg,ingrp,before,1,howbad,0.996
56,0.266176907,0.151088436,0.11508844,neg,ingrp,before,2,howbad,0.998
56,0.266176907,0.151088436,0.11508844,neg,ingrp,before,3,howbad,0.318
56,0.266176907,0.151088436,0.11508844,neg,outgrp,before,4,howbad,0.994
56,0.266176907,0.151088436,0.11508844,neg,outgrp,before,5,howbad,0.908
56,0.266176907,0.151088436,0.11508844,neg,outgrp,before,6,howbad,1
56,0.266176907,0.151088436,0.11508844,neg,ingrp,after,7,howbad,1
56,0.266176907,0.151088436,0.11508844,neg,outgrp,after,8,howbad,0.996
56,0.266176907,0.151088436,0.11508844,neg,outgrp,after,9,howbad,0.79
56,0.266176907,0.151088436,0.11508844,neg,outgrp,after,10,howbad,0.756
56,0.266176907,0.151088436,0.11508844,neg,ingrp,after,11,howbad,0.996
56,0.266176907,0.151088436,0.11508844,neg,ingrp,after,12,howbad,0.996
56,0.266176907,0.151088436,0.11508844,pos,ingrp,before,13,howbad,0
56,0.266176907,0.151088436,0.11508844,pos,outgrp,before,14,howbad,0
56,0.266176907,0.151088436,0.11508844,pos,outgrp,before,15,howbad,0
56,0.266176907,0.151088436,0.11508844,pos,outgrp,before,16,howbad,0.432
56,0.266176907,0.151088436,0.11508844,pos,ingrp,before,17,howbad,0
56,0.266176907,0.151088436,0.11508844,pos,ingrp,before,18,howbad,0
56,0.266176907,0.151088436,0.11508844,pos,ingrp,after,19,howbad,0
56,0.266176907,0.151088436,0.11508844,pos,ingrp,after,20,howbad,0
56,0.266176907,0.151088436,0.11508844,pos,outgrp,after,21,howbad,0.316
56,0.266176907,0.151088436,0.11508844,pos,ingrp,after,22,howbad,0
56,0.266176907,0.151088436,0.11508844,pos,outgrp,after,23,howbad,0
56,0.266176907,0.151088436,0.11508844,pos,outgrp,after,24,howbad,0
57,-0.22648976,-0.049578231,-0.17691156,neg,outgrp,before,1,howbad,0.554
57,-0.22648976,-0.049578231,-0.17691156,neg,outgrp,before,2,howbad,0.568
57,-0.22648976,-0.049578231,-0.17691156,neg,ingrp,before,3,howbad,0.598
57,-0.22648976,-0.049578231,-0.17691156,neg,ingrp,before,4,howbad,0.518
57,-0.22648976,-0.049578231,-0.17691156,neg,outgrp,before,5,howbad,0.616
57,-0.22648976,-0.049578231,-0.17691156,neg,ingrp,before,6,howbad,0.59
57,-0.22648976,-0.049578231,-0.17691156,neg,outgrp,after,7,howbad,0.612
57,-0.22648976,-0.049578231,-0.17691156,neg,ingrp,after,8,howbad,0.706
57,-0.22648976,-0.049578231,-0.17691156,neg,outgrp,after,9,howbad,0.572
57,-0.22648976,-0.049578231,-0.17691156,neg,outgrp,after,10,howbad,0.634
57,-0.22648976,-0.049578231,-0.17691156,neg,ingrp,after,11,howbad,0.654
57,-0.22648976,-0.049578231,-0.17691156,neg,ingrp,after,12,howbad,0.58
57,-0.22648976,-0.049578231,-0.17691156,pos,outgrp,before,13,howbad,0.254
57,-0.22648976,-0.049578231,-0.17691156,pos,outgrp,before,14,howbad,0
57,-0.22648976,-0.049578231,-0.17691156,pos,outgrp,before,15,howbad,0.354
57,-0.22648976,-0.049578231,-0.17691156,pos,ingrp,before,16,howbad,0.372
57,-0.22648976,-0.049578231,-0.17691156,pos,ingrp,before,17,howbad,0.352
57,-0.22648976,-0.049578231,-0.17691156,pos,ingrp,before,18,howbad,0.386
57,-0.22648976,-0.049578231,-0.17691156,pos,outgrp,after,19,howbad,0.39
57,-0.22648976,-0.049578231,-0.17691156,pos,ingrp,after,20,howbad,0.408
57,-0.22648976,-0.049578231,-0.17691156,pos,ingrp,after,21,howbad,0.388
57,-0.22648976,-0.049578231,-0.17691156,pos,outgrp,after,22,howbad,0.284
57,-0.22648976,-0.049578231,-0.17691156,pos,ingrp,after,23,howbad,0.282
57,-0.22648976,-0.049578231,-0.17691156,pos,outgrp,after,24,howbad,0.306
58,-0.219823093,-0.194911564,-0.02491156,neg,outgrp,before,1,howbad,0.598
58,-0.219823093,-0.194911564,-0.02491156,neg,outgrp,before,2,howbad,0.518
58,-0.219823093,-0.194911564,-0.02491156,neg,ingrp,before,3,howbad,0.446
58,-0.219823093,-0.194911564,-0.02491156,neg,outgrp,before,4,howbad,0.588
58,-0.219823093,-0.194911564,-0.02491156,neg,ingrp,before,5,howbad,0.54
58,-0.219823093,-0.194911564,-0.02491156,neg,ingrp,before,6,howbad,0.538
58,-0.219823093,-0.194911564,-0.02491156,neg,outgrp,after,7,howbad,0.542
58,-0.219823093,-0.194911564,-0.02491156,neg,ingrp,after,8,howbad,0.538
58,-0.219823093,-0.194911564,-0.02491156,neg,outgrp,after,9,howbad,0.538
58,-0.219823093,-0.194911564,-0.02491156,neg,ingrp,after,10,howbad,0.582
58,-0.219823093,-0.194911564,-0.02491156,neg,ingrp,after,11,howbad,0.562
58,-0.219823093,-0.194911564,-0.02491156,neg,outgrp,after,12,howbad,0.528
58,-0.219823093,-0.194911564,-0.02491156,pos,ingrp,before,13,howbad,0
58,-0.219823093,-0.194911564,-0.02491156,pos,outgrp,before,14,howbad,0
58,-0.219823093,-0.194911564,-0.02491156,pos,outgrp,before,15,howbad,0
58,-0.219823093,-0.194911564,-0.02491156,pos,ingrp,before,16,howbad,0
58,-0.219823093,-0.194911564,-0.02491156,pos,outgrp,before,17,howbad,0
58,-0.219823093,-0.194911564,-0.02491156,pos,ingrp,before,18,howbad,0
58,-0.219823093,-0.194911564,-0.02491156,pos,outgrp,after,19,howbad,0
58,-0.219823093,-0.194911564,-0.02491156,pos,outgrp,after,20,howbad,0
58,-0.219823093,-0.194911564,-0.02491156,pos,ingrp,after,21,howbad,0
58,-0.219823093,-0.194911564,-0.02491156,pos,ingrp,after,22,howbad,0
58,-0.219823093,-0.194911564,-0.02491156,pos,ingrp,after,23,howbad,0
58,-0.219823093,-0.194911564,-0.02491156,pos,outgrp,after,24,howbad,0
59,0.29151024,-0.413578231,0.70508844,neg,ingrp,before,1,howbad,0.686
59,0.29151024,-0.413578231,0.70508844,neg,outgrp,before,2,howbad,0.196
59,0.29151024,-0.413578231,0.70508844,neg,outgrp,before,3,howbad,0.55
59,0.29151024,-0.413578231,0.70508844,neg,ingrp,before,4,howbad,0.626
59,0.29151024,-0.413578231,0.70508844,neg,outgrp,before,5,howbad,0.144
59,0.29151024,-0.413578231,0.70508844,neg,ingrp,before,6,howbad,0.64
59,0.29151024,-0.413578231,0.70508844,neg,outgrp,after,7,howbad,0.596
59,0.29151024,-0.413578231,0.70508844,neg,ingrp,after,8,howbad,0.814
59,0.29151024,-0.413578231,0.70508844,neg,outgrp,after,9,howbad,0.614
59,0.29151024,-0.413578231,0.70508844,neg,ingrp,after,10,howbad,0.686
59,0.29151024,-0.413578231,0.70508844,neg,ingrp,after,11,howbad,0.728
59,0.29151024,-0.413578231,0.70508844,neg,outgrp,after,12,howbad,0
59,0.29151024,-0.413578231,0.70508844,pos,ingrp,before,13,howbad,0
59,0.29151024,-0.413578231,0.70508844,pos,outgrp,before,14,howbad,0.602
59,0.29151024,-0.413578231,0.70508844,pos,ingrp,before,15,howbad,0
59,0.29151024,-0.413578231,0.70508844,pos,ingrp,before,16,howbad,0.21
59,0.29151024,-0.413578231,0.70508844,pos,outgrp,before,17,howbad,0.59
59,0.29151024,-0.413578231,0.70508844,pos,outgrp,before,18,howbad,0
59,0.29151024,-0.413578231,0.70508844,pos,ingrp,after,19,howbad,0
59,0.29151024,-0.413578231,0.70508844,pos,outgrp,after,20,howbad,0.558
59,0.29151024,-0.413578231,0.70508844,pos,outgrp,after,21,howbad,0.238
59,0.29151024,-0.413578231,0.70508844,pos,ingrp,after,22,howbad,0.352
59,0.29151024,-0.413578231,0.70508844,pos,outgrp,after,23,howbad,0.408
59,0.29151024,-0.413578231,0.70508844,pos,ingrp,after,24,howbad,0
60,-0.001823093,-0.058911564,0.05708844,neg,outgrp,before,1,howbad,0.642
60,-0.001823093,-0.058911564,0.05708844,neg,ingrp,before,2,howbad,0.616
60,-0.001823093,-0.058911564,0.05708844,neg,outgrp,before,3,howbad,0.842
60,-0.001823093,-0.058911564,0.05708844,neg,ingrp,before,4,howbad,0.546
60,-0.001823093,-0.058911564,0.05708844,neg,outgrp,before,5,howbad,0.632
60,-0.001823093,-0.058911564,0.05708844,neg,ingrp,before,6,howbad,0.626
60,-0.001823093,-0.058911564,0.05708844,neg,outgrp,after,7,howbad,0.624
60,-0.001823093,-0.058911564,0.05708844,neg,outgrp,after,8,howbad,0.698
60,-0.001823093,-0.058911564,0.05708844,neg,ingrp,after,9,howbad,0.712
60,-0.001823093,-0.058911564,0.05708844,neg,ingrp,after,10,howbad,0.76
60,-0.001823093,-0.058911564,0.05708844,neg,outgrp,after,11,howbad,0.71
60,-0.001823093,-0.058911564,0.05708844,neg,ingrp,after,12,howbad,0.698
60,-0.001823093,-0.058911564,0.05708844,pos,outgrp,before,13,howbad,0
60,-0.001823093,-0.058911564,0.05708844,pos,ingrp,before,14,howbad,0
60,-0.001823093,-0.058911564,0.05708844,pos,ingrp,before,15,howbad,0
60,-0.001823093,-0.058911564,0.05708844,pos,outgrp,before,16,howbad,0
60,-0.001823093,-0.058911564,0.05708844,pos,outgrp,before,17,howbad,0
60,-0.001823093,-0.058911564,0.05708844,pos,ingrp,before,18,howbad,0
60,-0.001823093,-0.058911564,0.05708844,pos,outgrp,after,19,howbad,0
60,-0.001823093,-0.058911564,0.05708844,pos,ingrp,after,20,howbad,0
60,-0.001823093,-0.058911564,0.05708844,pos,ingrp,after,21,howbad,0
60,-0.001823093,-0.058911564,0.05708844,pos,outgrp,after,22,howbad,0
60,-0.001823093,-0.058911564,0.05708844,pos,ingrp,after,23,howbad,0
60,-0.001823093,-0.058911564,0.05708844,pos,outgrp,after,24,howbad,0
61,-0.153823093,0.092421769,-0.246244893,neg,ingrp,before,1,howbad,0.548
61,-0.153823093,0.092421769,-0.246244893,neg,outgrp,before,2,howbad,0.646
61,-0.153823093,0.092421769,-0.246244893,neg,outgrp,before,3,howbad,0.634
61,-0.153823093,0.092421769,-0.246244893,neg,ingrp,before,4,howbad,0.67
61,-0.153823093,0.092421769,-0.246244893,neg,outgrp,before,5,howbad,0.636
61,-0.153823093,0.092421769,-0.246244893,neg,ingrp,before,6,howbad,0.68
61,-0.153823093,0.092421769,-0.246244893,neg,outgrp,after,7,howbad,0.592
61,-0.153823093,0.092421769,-0.246244893,neg,ingrp,after,8,howbad,0.674
61,-0.153823093,0.092421769,-0.246244893,neg,outgrp,after,9,howbad,0.702
61,-0.153823093,0.092421769,-0.246244893,neg,ingrp,after,10,howbad,0.696
61,-0.153823093,0.092421769,-0.246244893,neg,outgrp,after,11,howbad,0.576
61,-0.153823093,0.092421769,-0.246244893,neg,ingrp,after,12,howbad,0.646
61,-0.153823093,0.092421769,-0.246244893,pos,outgrp,before,13,howbad,0.172
61,-0.153823093,0.092421769,-0.246244893,pos,ingrp,before,14,howbad,0
61,-0.153823093,0.092421769,-0.246244893,pos,ingrp,before,15,howbad,0
61,-0.153823093,0.092421769,-0.246244893,pos,outgrp,before,16,howbad,0
61,-0.153823093,0.092421769,-0.246244893,pos,outgrp,before,17,howbad,0
61,-0.153823093,0.092421769,-0.246244893,pos,ingrp,before,18,howbad,0
61,-0.153823093,0.092421769,-0.246244893,pos,outgrp,after,19,howbad,0
61,-0.153823093,0.092421769,-0.246244893,pos,ingrp,after,20,howbad,0
61,-0.153823093,0.092421769,-0.246244893,pos,outgrp,after,21,howbad,0
61,-0.153823093,0.092421769,-0.246244893,pos,ingrp,after,22,howbad,0
61,-0.153823093,0.092421769,-0.246244893,pos,ingrp,after,23,howbad,0
61,-0.153823093,0.092421769,-0.246244893,pos,outgrp,after,24,howbad,0
62,0.220176907,0.293088436,-0.07291156,neg,outgrp,before,1,howbad,0.598
62,0.220176907,0.293088436,-0.07291156,neg,ingrp,before,2,howbad,0.762
62,0.220176907,0.293088436,-0.07291156,neg,ingrp,before,3,howbad,0.846
62,0.220176907,0.293088436,-0.07291156,neg,outgrp,before,4,howbad,0.654
62,0.220176907,0.293088436,-0.07291156,neg,outgrp,before,5,howbad,0.616
62,0.220176907,0.293088436,-0.07291156,neg,ingrp,before,6,howbad,0.864
62,0.220176907,0.293088436,-0.07291156,neg,ingrp,after,7,howbad,0.896
62,0.220176907,0.293088436,-0.07291156,neg,outgrp,after,8,howbad,0.706
62,0.220176907,0.293088436,-0.07291156,neg,outgrp,after,9,howbad,0.588
62,0.220176907,0.293088436,-0.07291156,neg,ingrp,after,10,howbad,0.858
62,0.220176907,0.293088436,-0.07291156,neg,outgrp,after,11,howbad,0.918
62,0.220176907,0.293088436,-0.07291156,neg,ingrp,after,12,howbad,0.84
62,0.220176907,0.293088436,-0.07291156,pos,ingrp,before,13,howbad,0.158
62,0.220176907,0.293088436,-0.07291156,pos,outgrp,before,14,howbad,0.34
62,0.220176907,0.293088436,-0.07291156,pos,ingrp,before,15,howbad,0.304
62,0.220176907,0.293088436,-0.07291156,pos,ingrp,before,16,howbad,0.358
62,0.220176907,0.293088436,-0.07291156,pos,outgrp,before,17,howbad,0.31
62,0.220176907,0.293088436,-0.07291156,pos,outgrp,before,18,howbad,0.37
62,0.220176907,0.293088436,-0.07291156,pos,outgrp,after,19,howbad,0.396
62,0.220176907,0.293088436,-0.07291156,pos,outgrp,after,20,howbad,0.41
62,0.220176907,0.293088436,-0.07291156,pos,ingrp,after,21,howbad,0.092
62,0.220176907,0.293088436,-0.07291156,pos,ingrp,after,22,howbad,0.2
62,0.220176907,0.293088436,-0.07291156,pos,outgrp,after,23,howbad,0.408
62,0.220176907,0.293088436,-0.07291156,pos,ingrp,after,24,howbad,0.316
3,0.042843573,0.159755102,-0.11691156,neg,ingrp,before,1,howgood,0.128
3,0.042843573,0.159755102,-0.11691156,neg,ingrp,before,2,howgood,0.032
3,0.042843573,0.159755102,-0.11691156,neg,outgrp,before,3,howgood,0.126
3,0.042843573,0.159755102,-0.11691156,neg,outgrp,before,4,howgood,0.122
3,0.042843573,0.159755102,-0.11691156,neg,ingrp,before,5,howgood,0.012
3,0.042843573,0.159755102,-0.11691156,neg,outgrp,before,6,howgood,0.178
3,0.042843573,0.159755102,-0.11691156,neg,ingrp,after,7,howgood,0.092
3,0.042843573,0.159755102,-0.11691156,neg,outgrp,after,8,howgood,0.156
3,0.042843573,0.159755102,-0.11691156,neg,ingrp,after,9,howgood,0.02
3,0.042843573,0.159755102,-0.11691156,neg,ingrp,after,10,howgood,0.018
3,0.042843573,0.159755102,-0.11691156,neg,outgrp,after,11,howgood,0.058
3,0.042843573,0.159755102,-0.11691156,neg,outgrp,after,12,howgood,0.01
3,0.042843573,0.159755102,-0.11691156,pos,outgrp,before,13,howgood,0.824
3,0.042843573,0.159755102,-0.11691156,pos,ingrp,before,14,howgood,0.154
3,0.042843573,0.159755102,-0.11691156,pos,ingrp,before,15,howgood,0.75
3,0.042843573,0.159755102,-0.11691156,pos,outgrp,before,16,howgood,0.642
3,0.042843573,0.159755102,-0.11691156,pos,ingrp,before,17,howgood,0.658
3,0.042843573,0.159755102,-0.11691156,pos,outgrp,before,18,howgood,0.84
3,0.042843573,0.159755102,-0.11691156,pos,ingrp,after,19,howgood,0.75
3,0.042843573,0.159755102,-0.11691156,pos,ingrp,after,20,howgood,0.726
3,0.042843573,0.159755102,-0.11691156,pos,ingrp,after,21,howgood,0.758
3,0.042843573,0.159755102,-0.11691156,pos,outgrp,after,22,howgood,0.672
3,0.042843573,0.159755102,-0.11691156,pos,outgrp,after,23,howgood,0.826
3,0.042843573,0.159755102,-0.11691156,pos,outgrp,after,24,howgood,0.868
5,-0.185156427,0.069088436,-0.254244893,neg,outgrp,before,1,howgood,0.588
5,-0.185156427,0.069088436,-0.254244893,neg,ingrp,before,2,howgood,0.412
5,-0.185156427,0.069088436,-0.254244893,neg,outgrp,before,3,howgood,0.432
5,-0.185156427,0.069088436,-0.254244893,neg,ingrp,before,4,howgood,0
5,-0.185156427,0.069088436,-0.254244893,neg,ingrp,before,5,howgood,0.336
5,-0.185156427,0.069088436,-0.254244893,neg,outgrp,before,6,howgood,0.428
5,-0.185156427,0.069088436,-0.254244893,neg,ingrp,after,7,howgood,0.58
5,-0.185156427,0.069088436,-0.254244893,neg,ingrp,after,8,howgood,0.472
5,-0.185156427,0.069088436,-0.254244893,neg,outgrp,after,9,howgood,0.358
5,-0.185156427,0.069088436,-0.254244893,neg,outgrp,after,10,howgood,0.154
5,-0.185156427,0.069088436,-0.254244893,neg,outgrp,after,11,howgood,0
5,-0.185156427,0.069088436,-0.254244893,neg,ingrp,after,12,howgood,0
5,-0.185156427,0.069088436,-0.254244893,pos,ingrp,before,13,howgood,0
5,-0.185156427,0.069088436,-0.254244893,pos,ingrp,before,14,howgood,0.42
5,-0.185156427,0.069088436,-0.254244893,pos,outgrp,before,15,howgood,0.576
5,-0.185156427,0.069088436,-0.254244893,pos,ingrp,before,16,howgood,0.572
5,-0.185156427,0.069088436,-0.254244893,pos,outgrp,before,17,howgood,0.588
5,-0.185156427,0.069088436,-0.254244893,pos,outgrp,before,18,howgood,0.728
5,-0.185156427,0.069088436,-0.254244893,pos,outgrp,after,19,howgood,1
5,-0.185156427,0.069088436,-0.254244893,pos,ingrp,after,20,howgood,0.63
5,-0.185156427,0.069088436,-0.254244893,pos,outgrp,after,21,howgood,0.756
5,-0.185156427,0.069088436,-0.254244893,pos,ingrp,after,22,howgood,0.67
5,-0.185156427,0.069088436,-0.254244893,pos,outgrp,after,23,howgood,0.808
5,-0.185156427,0.069088436,-0.254244893,pos,ingrp,after,24,howgood,0.626
6,-0.015156427,-0.104911564,0.089755107,neg,outgrp,before,1,howgood,0.314
6,-0.015156427,-0.104911564,0.089755107,neg,ingrp,before,2,howgood,0.286
6,-0.015156427,-0.104911564,0.089755107,neg,outgrp,before,3,howgood,0.362
6,-0.015156427,-0.104911564,0.089755107,neg,outgrp,before,4,howgood,0.316
6,-0.015156427,-0.104911564,0.089755107,neg,ingrp,before,5,howgood,0.298
6,-0.015156427,-0.104911564,0.089755107,neg,ingrp,before,6,howgood,0.256
6,-0.015156427,-0.104911564,0.089755107,neg,ingrp,after,7,howgood,0.306
6,-0.015156427,-0.104911564,0.089755107,neg,ingrp,after,8,howgood,0.314
6,-0.015156427,-0.104911564,0.089755107,neg,outgrp,after,9,howgood,0.178
6,-0.015156427,-0.104911564,0.089755107,neg,outgrp,after,10,howgood,0.308
6,-0.015156427,-0.104911564,0.089755107,neg,outgrp,after,11,howgood,0.23
6,-0.015156427,-0.104911564,0.089755107,neg,ingrp,after,12,howgood,0.23
6,-0.015156427,-0.104911564,0.089755107,pos,outgrp,before,13,howgood,0.628
6,-0.015156427,-0.104911564,0.089755107,pos,outgrp,before,14,howgood,0.666
6,-0.015156427,-0.104911564,0.089755107,pos,outgrp,before,15,howgood,0.808
6,-0.015156427,-0.104911564,0.089755107,pos,ingrp,before,16,howgood,0.64
6,-0.015156427,-0.104911564,0.089755107,pos,ingrp,before,17,howgood,0.352
6,-0.015156427,-0.104911564,0.089755107,pos,ingrp,before,18,howgood,0.684
6,-0.015156427,-0.104911564,0.089755107,pos,outgrp,after,19,howgood,0.828
6,-0.015156427,-0.104911564,0.089755107,pos,ingrp,after,20,howgood,0.66
6,-0.015156427,-0.104911564,0.089755107,pos,ingrp,after,21,howgood,0.246
6,-0.015156427,-0.104911564,0.089755107,pos,ingrp,after,22,howgood,0.656
6,-0.015156427,-0.104911564,0.089755107,pos,outgrp,after,23,howgood,0.714
6,-0.015156427,-0.104911564,0.089755107,pos,outgrp,after,24,howgood,0.258
9,0.128176907,0.122421769,0.005755107,neg,outgrp,before,1,howgood,0.534
9,0.128176907,0.122421769,0.005755107,neg,ingrp,before,2,howgood,0.296
9,0.128176907,0.122421769,0.005755107,neg,outgrp,before,3,howgood,0.48
9,0.128176907,0.122421769,0.005755107,neg,ingrp,before,4,howgood,0.44
9,0.128176907,0.122421769,0.005755107,neg,outgrp,before,5,howgood,0.478
9,0.128176907,0.122421769,0.005755107,neg,ingrp,before,6,howgood,0.41
9,0.128176907,0.122421769,0.005755107,neg,outgrp,after,7,howgood,0.428
9,0.128176907,0.122421769,0.005755107,neg,ingrp,after,8,howgood,0.448
9,0.128176907,0.122421769,0.005755107,neg,ingrp,after,9,howgood,0.294
9,0.128176907,0.122421769,0.005755107,neg,outgrp,after,10,howgood,0.476
9,0.128176907,0.122421769,0.005755107,neg,ingrp,after,11,howgood,0.452
9,0.128176907,0.122421769,0.005755107,neg,outgrp,after,12,howgood,0.47
9,0.128176907,0.122421769,0.005755107,pos,outgrp,before,13,howgood,0.314
9,0.128176907,0.122421769,0.005755107,pos,ingrp,before,14,howgood,0.674
9,0.128176907,0.122421769,0.005755107,pos,ingrp,before,15,howgood,0.55
9,0.128176907,0.122421769,0.005755107,pos,outgrp,before,16,howgood,0.792
9,0.128176907,0.122421769,0.005755107,pos,ingrp,before,17,howgood,0.81
9,0.128176907,0.122421769,0.005755107,pos,outgrp,before,18,howgood,0.732
9,0.128176907,0.122421769,0.005755107,pos,outgrp,after,19,howgood,0.628
9,0.128176907,0.122421769,0.005755107,pos,ingrp,after,20,howgood,0.598
9,0.128176907,0.122421769,0.005755107,pos,outgrp,after,21,howgood,0.466
9,0.128176907,0.122421769,0.005755107,pos,ingrp,after,22,howgood,0.548
9,0.128176907,0.122421769,0.005755107,pos,ingrp,after,23,howgood,0.554
9,0.128176907,0.122421769,0.005755107,pos,outgrp,after,24,howgood,0.548
11,0.146843573,-0.163578231,0.310421773,neg,outgrp,before,1,howgood,0
11,0.146843573,-0.163578231,0.310421773,neg,ingrp,before,2,howgood,0
11,0.146843573,-0.163578231,0.310421773,neg,ingrp,before,3,howgood,0
11,0.146843573,-0.163578231,0.310421773,neg,outgrp,before,4,howgood,0.816
11,0.146843573,-0.163578231,0.310421773,neg,ingrp,before,5,howgood,0.114
11,0.146843573,-0.163578231,0.310421773,neg,outgrp,before,6,howgood,0.39
11,0.146843573,-0.163578231,0.310421773,neg,outgrp,after,7,howgood,0.276
11,0.146843573,-0.163578231,0.310421773,neg,outgrp,after,8,howgood,0.334
11,0.146843573,-0.163578231,0.310421773,neg,outgrp,after,9,howgood,0.282
11,0.146843573,-0.163578231,0.310421773,neg,ingrp,after,10,howgood,0.056
11,0.146843573,-0.163578231,0.310421773,neg,ingrp,after,11,howgood,0.04
11,0.146843573,-0.163578231,0.310421773,neg,ingrp,after,12,howgood,0
11,0.146843573,-0.163578231,0.310421773,pos,ingrp,before,13,howgood,1
11,0.146843573,-0.163578231,0.310421773,pos,outgrp,before,14,howgood,1
11,0.146843573,-0.163578231,0.310421773,pos,ingrp,before,15,howgood,1
11,0.146843573,-0.163578231,0.310421773,pos,outgrp,before,16,howgood,0.952
11,0.146843573,-0.163578231,0.310421773,pos,ingrp,before,17,howgood,1
11,0.146843573,-0.163578231,0.310421773,pos,outgrp,before,18,howgood,0.686
11,0.146843573,-0.163578231,0.310421773,pos,outgrp,after,19,howgood,0.654
11,0.146843573,-0.163578231,0.310421773,pos,outgrp,after,20,howgood,0.718
11,0.146843573,-0.163578231,0.310421773,pos,ingrp,after,21,howgood,0.996
11,0.146843573,-0.163578231,0.310421773,pos,ingrp,after,22,howgood,0.902
11,0.146843573,-0.163578231,0.310421773,pos,ingrp,after,23,howgood,1
11,0.146843573,-0.163578231,0.310421773,pos,outgrp,after,24,howgood,0.786
12,-0.137823093,0.166421769,-0.304244893,neg,ingrp,before,1,howgood,0.438
12,-0.137823093,0.166421769,-0.304244893,neg,outgrp,before,2,howgood,0.452
12,-0.137823093,0.166421769,-0.304244893,neg,ingrp,before,3,howgood,0.322
12,-0.137823093,0.166421769,-0.304244893,neg,outgrp,before,4,howgood,0.312
12,-0.137823093,0.166421769,-0.304244893,neg,ingrp,before,5,howgood,0.378
12,-0.137823093,0.166421769,-0.304244893,neg,outgrp,before,6,howgood,0.556
12,-0.137823093,0.166421769,-0.304244893,neg,outgrp,after,7,howgood,0.446
12,-0.137823093,0.166421769,-0.304244893,neg,ingrp,after,8,howgood,0.264
12,-0.137823093,0.166421769,-0.304244893,neg,ingrp,after,9,howgood,0.402
12,-0.137823093,0.166421769,-0.304244893,neg,outgrp,after,10,howgood,0.56
12,-0.137823093,0.166421769,-0.304244893,neg,ingrp,after,11,howgood,0.444
12,-0.137823093,0.166421769,-0.304244893,neg,outgrp,after,12,howgood,0.376
