journal_name,category,rank,source,issn_type,issn
human arenas,"PSYCHOLOGY, MULTIDISCIPLINARY",248,psych2,e_issn,2522-5804
evolutionary behavioral sciences,PSYCHOLOGY,249,psych2,issn,2330-2925
evolutionary behavioral sciences,PSYCHOLOGY,249,psych2,e_issn,2330-2933
journal of applied school psychology,"PSYCHOLOGY, EDUCATIONAL",250,psych2,issn,1537-7903
journal of applied school psychology,"PSYCHOLOGY, EDUCATIONAL",250,psych2,e_issn,1537-7911
applied measurement in education,"PSYCHOLOGY, EDUCATIONAL",251,psych2,issn,0895-7347
applied measurement in education,"PSYCHOLOGY, EDUCATIONAL",251,psych2,e_issn,1532-4818
journal of family therapy,"PSYCHOLOGY, CLINICAL",253,psych2,issn,0163-4445
journal of family therapy,"PSYCHOLOGY, CLINICAL",253,psych2,e_issn,1467-6427
kolner zeitschrift fur soziologie und sozialpsychologie,"PSYCHOLOGY, SOCIAL",254,psych2,issn,0023-2653
kolner zeitschrift fur soziologie und sozialpsychologie,"PSYCHOLOGY, SOCIAL",254,psych2,e_issn,1861-891X
studia psychologica,"PSYCHOLOGY, MULTIDISCIPLINARY",255,psych2,issn,0039-3320
studia psychologica,"PSYCHOLOGY, MULTIDISCIPLINARY",255,psych2,e_issn,2585-8815
theory & psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",256,psych2,issn,0959-3543
theory & psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",256,psych2,e_issn,1461-7447
journal for the study of education and development,"PSYCHOLOGY, DEVELOPMENTAL",257,psych2,issn,0210-3702
journal for the study of education and development,"PSYCHOLOGY, DEVELOPMENTAL",257,psych2,e_issn,1578-4126
evolutionary psychology,"PSYCHOLOGY, EXPERIMENTAL",259,psych2,issn,1474-7049
evolutionary psychology,"PSYCHOLOGY, EXPERIMENTAL",259,psych2,e_issn,1474-7049
canadian journal of experimental psychology-revue canadienne de psychologie experimentale,"PSYCHOLOGY, EXPERIMENTAL",260,psych2,issn,1196-1961
canadian journal of experimental psychology-revue canadienne de psychologie experimentale,"PSYCHOLOGY, EXPERIMENTAL",260,psych2,e_issn,1878-7290
military psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",261,psych2,issn,0899-5605
military psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",261,psych2,e_issn,1532-7876
experimental psychology,"PSYCHOLOGY, EXPERIMENTAL",262,psych2,issn,1618-3169
experimental psychology,"PSYCHOLOGY, EXPERIMENTAL",262,psych2,e_issn,2190-5142
journal of motor behavior,PSYCHOLOGY,263,psych2,issn,0022-2895
journal of motor behavior,PSYCHOLOGY,263,psych2,e_issn,1940-1027
advances in autism,"PSYCHOLOGY, DEVELOPMENTAL",265,psych2,issn,2056-3868
advances in autism,"PSYCHOLOGY, DEVELOPMENTAL",265,psych2,e_issn,2056-3868
international journal of educational psychology,"PSYCHOLOGY, EDUCATIONAL",266,psych2,issn,2014-3591
international journal of educational psychology,"PSYCHOLOGY, EDUCATIONAL",266,psych2,e_issn,2014-3591
integrative psychological and behavioral science,"PSYCHOLOGY, BIOLOGICAL",267,psych2,issn,1932-4502
integrative psychological and behavioral science,"PSYCHOLOGY, BIOLOGICAL",267,psych2,e_issn,1936-3567
psychology in russia-state of the art,"PSYCHOLOGY, MULTIDISCIPLINARY",268,psych2,issn,2074-6857
psychology in russia-state of the art,"PSYCHOLOGY, MULTIDISCIPLINARY",268,psych2,e_issn,2307-2202
revista latinoamericana de psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",269,psych2,issn,0120-0534
revista latinoamericana de psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",269,psych2,e_issn,0120-0534
behavioral interventions,"PSYCHOLOGY, CLINICAL",270,psych2,issn,1072-0847
behavioral interventions,"PSYCHOLOGY, CLINICAL",270,psych2,e_issn,1099-078X
behavioral sciences & the law,"PSYCHOLOGY, APPLIED",272,psych2,issn,0735-3936
behavioral sciences & the law,"PSYCHOLOGY, APPLIED",272,psych2,e_issn,1099-0798
psychotherapie,"PSYCHOLOGY, CLINICAL",273,psych2,issn,2731-7161
psychotherapie,"PSYCHOLOGY, CLINICAL",273,psych2,e_issn,2731-717X
decision-washington,"PSYCHOLOGY, MULTIDISCIPLINARY",274,psych2,issn,2325-9965
decision-washington,"PSYCHOLOGY, MULTIDISCIPLINARY",274,psych2,e_issn,2325-9973
early child development and care,"PSYCHOLOGY, DEVELOPMENTAL",275,psych2,issn,0300-4430
early child development and care,"PSYCHOLOGY, DEVELOPMENTAL",275,psych2,e_issn,1476-8275
papeles del psicologo,"PSYCHOLOGY, MULTIDISCIPLINARY",276,psych2,issn,0214-7823
papeles del psicologo,"PSYCHOLOGY, MULTIDISCIPLINARY",276,psych2,e_issn,1886-1415
journal of addictions & offender counseling,"PSYCHOLOGY, APPLIED",277,psych2,issn,1055-3835
journal of addictions & offender counseling,"PSYCHOLOGY, APPLIED",277,psych2,e_issn,2161-1874
applied psychological measurement,"PSYCHOLOGY, MATHEMATICAL",278,psych2,issn,0146-6216
applied psychological measurement,"PSYCHOLOGY, MATHEMATICAL",278,psych2,e_issn,1552-3497
international journal for the advancement of counselling,"PSYCHOLOGY, APPLIED",279,psych2,issn,0165-0653
international journal for the advancement of counselling,"PSYCHOLOGY, APPLIED",279,psych2,e_issn,1573-3246
journal of social and clinical psychology,"PSYCHOLOGY, CLINICAL",280,psych2,issn,0736-7236
contemporary family therapy,"PSYCHOLOGY, CLINICAL",282,psych2,issn,0892-2764
contemporary family therapy,"PSYCHOLOGY, CLINICAL",282,psych2,e_issn,1573-3335
culture & psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",283,psych2,issn,1354-067X
culture & psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",283,psych2,e_issn,1461-7056
residential treatment for children & youth,"PSYCHOLOGY, CLINICAL",284,psych2,issn,0886-571X
residential treatment for children & youth,"PSYCHOLOGY, CLINICAL",284,psych2,e_issn,1541-0358
journal of theoretical and philosophical psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",285,psych2,issn,1068-8471
journal of theoretical and philosophical psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",285,psych2,e_issn,2151-3341
psychological record,"PSYCHOLOGY, MULTIDISCIPLINARY",286,psych2,issn,0033-2933
psychological record,"PSYCHOLOGY, MULTIDISCIPLINARY",286,psych2,e_issn,2163-3452
journal of experimental psychopathology,"PSYCHOLOGY, CLINICAL",287,psych2,e_issn,2043-8087
international journal of group psychotherapy,"PSYCHOLOGY, CLINICAL",288,psych2,issn,0020-7284
international journal of group psychotherapy,"PSYCHOLOGY, CLINICAL",288,psych2,e_issn,1943-2836
educational psychology in practice,"PSYCHOLOGY, EDUCATIONAL",289,psych2,issn,0266-7363
educational psychology in practice,"PSYCHOLOGY, EDUCATIONAL",289,psych2,e_issn,1469-5839
international journal of aerospace psychology,"PSYCHOLOGY, APPLIED",290,psych2,issn,2472-1832
international journal of aerospace psychology,"PSYCHOLOGY, APPLIED",290,psych2,e_issn,2472-1840
journal of emdr practice and research,PSYCHOLOGY,291,psych2,issn,1933-3196
journal of emdr practice and research,PSYCHOLOGY,291,psych2,e_issn,1933-320X
social behavior and personality,"PSYCHOLOGY, SOCIAL",293,psych2,issn,0301-2212
social behavior and personality,"PSYCHOLOGY, SOCIAL",293,psych2,e_issn,1179-6391
zeitschrift fur arbeits-und organisationspsychologie,"PSYCHOLOGY, APPLIED",294,psych2,issn,0932-4089
zeitschrift fur arbeits-und organisationspsychologie,"PSYCHOLOGY, APPLIED",294,psych2,e_issn,2190-6270
advances in cognitive psychology,"PSYCHOLOGY, EXPERIMENTAL",295,psych2,issn,1895-1171
advances in cognitive psychology,"PSYCHOLOGY, EXPERIMENTAL",295,psych2,e_issn,1895-1171
british journal of guidance & counselling,"PSYCHOLOGY, APPLIED",296,psych2,issn,0306-9885
british journal of guidance & counselling,"PSYCHOLOGY, APPLIED",296,psych2,e_issn,1469-3534
current issues in personality psychology,"PSYCHOLOGY, SOCIAL",297,psych2,issn,2353-4192
current issues in personality psychology,"PSYCHOLOGY, SOCIAL",297,psych2,e_issn,2353-561X
journal of constructivist psychology,"PSYCHOLOGY, CLINICAL",298,psych2,issn,1072-0537
journal of constructivist psychology,"PSYCHOLOGY, CLINICAL",298,psych2,e_issn,1521-0650
aloma-revista de psicologia ciencies de l educacio i de l esport,"PSYCHOLOGY, MULTIDISCIPLINARY",299,psych2,issn,1138-3194
aloma-revista de psicologia ciencies de l educacio i de l esport,"PSYCHOLOGY, MULTIDISCIPLINARY",299,psych2,e_issn,2339-9694
acta neuropsychologica,PSYCHOLOGY,300,psych2,issn,1730-7503
acta neuropsychologica,PSYCHOLOGY,300,psych2,e_issn,2084-4298
journal of poetry therapy,"PSYCHOLOGY, MULTIDISCIPLINARY",301,psych2,issn,0889-3675
journal of poetry therapy,"PSYCHOLOGY, MULTIDISCIPLINARY",301,psych2,e_issn,1567-2344
anuario de psicologia juridica,"PSYCHOLOGY, MULTIDISCIPLINARY",302,psych2,issn,1133-0740
anuario de psicologia juridica,"PSYCHOLOGY, MULTIDISCIPLINARY",302,psych2,e_issn,2174-0542
international journal of social psychology,"PSYCHOLOGY, SOCIAL",303,psych2,issn,0213-4748
international journal of social psychology,"PSYCHOLOGY, SOCIAL",303,psych2,e_issn,1579-3680
psychology of leaders and leadership,"PSYCHOLOGY, APPLIED",304,psych2,issn,2769-6863
psychology of leaders and leadership,"PSYCHOLOGY, APPLIED",304,psych2,e_issn,2769-6898
laterality,"PSYCHOLOGY, EXPERIMENTAL",305,psych2,issn,1357-650X
laterality,"PSYCHOLOGY, EXPERIMENTAL",305,psych2,e_issn,1464-0678
american journal of family therapy,"PSYCHOLOGY, CLINICAL",307,psych2,issn,0192-6187
american journal of family therapy,"PSYCHOLOGY, CLINICAL",307,psych2,e_issn,1521-0383
coaching-an international journal of theory research and practice,"PSYCHOLOGY, APPLIED",308,psych2,issn,1752-1882
coaching-an international journal of theory research and practice,"PSYCHOLOGY, APPLIED",308,psych2,e_issn,1752-1890
journal of spirituality in mental health,"PSYCHOLOGY, APPLIED",309,psych2,issn,1934-9637
journal of spirituality in mental health,"PSYCHOLOGY, APPLIED",309,psych2,e_issn,1934-9645
peace and conflict-journal of peace psychology,"PSYCHOLOGY, SOCIAL",310,psych2,issn,1078-1919
peace and conflict-journal of peace psychology,"PSYCHOLOGY, SOCIAL",310,psych2,e_issn,1532-7949
psihologija,"PSYCHOLOGY, MULTIDISCIPLINARY",311,psych2,issn,0048-5705
psychology and developing societies,"PSYCHOLOGY, MULTIDISCIPLINARY",312,psych2,issn,0971-3336
psychology and developing societies,"PSYCHOLOGY, MULTIDISCIPLINARY",312,psych2,e_issn,0973-0761
consulting psychology journal-practice and research,"PSYCHOLOGY, APPLIED",313,psych2,issn,1065-9293
consulting psychology journal-practice and research,"PSYCHOLOGY, APPLIED",313,psych2,e_issn,1939-0149
journal of prevention & intervention in the community,"PSYCHOLOGY, MULTIDISCIPLINARY",314,psych2,issn,1085-2352
journal of prevention & intervention in the community,"PSYCHOLOGY, MULTIDISCIPLINARY",314,psych2,e_issn,1540-7330
american journal of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",315,psych2,issn,0002-9556
american journal of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",315,psych2,e_issn,1939-8298
journal of psychophysiology,"PSYCHOLOGY, BIOLOGICAL",316,psych2,issn,0269-8803
journal of psychophysiology,"PSYCHOLOGY, BIOLOGICAL",316,psych2,e_issn,2151-2124
international journal of evidence based coaching & mentoring,"PSYCHOLOGY, APPLIED",317,psych2,issn,1741-8305
international journal of evidence based coaching & mentoring,"PSYCHOLOGY, APPLIED",317,psych2,e_issn,1741-8305
journal of pediatric neuropsychology,PSYCHOLOGY,318,psych2,issn,2199-2681
journal of pediatric neuropsychology,PSYCHOLOGY,318,psych2,e_issn,2199-2673
archive for the psychology of religion-archiv fur religionspsychologie,"PSYCHOLOGY, MULTIDISCIPLINARY",321,psych2,issn,0084-6724
archive for the psychology of religion-archiv fur religionspsychologie,"PSYCHOLOGY, MULTIDISCIPLINARY",321,psych2,e_issn,1573-6121
pastoral psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",322,psych2,issn,0031-2789
pastoral psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",322,psych2,e_issn,1573-6679
revista de psicologia clinica con ninos y adolescentes,"PSYCHOLOGY, DEVELOPMENTAL",326,psych2,issn,2340-8340
revista de psicologia clinica con ninos y adolescentes,"PSYCHOLOGY, DEVELOPMENTAL",326,psych2,e_issn,2340-8340
dreaming,"PSYCHOLOGY, MULTIDISCIPLINARY",327,psych2,issn,1053-0797
dreaming,"PSYCHOLOGY, MULTIDISCIPLINARY",327,psych2,e_issn,1573-3351
journal of educational and psychological consultation,"PSYCHOLOGY, EDUCATIONAL",328,psych2,issn,1047-4412
journal of educational and psychological consultation,"PSYCHOLOGY, EDUCATIONAL",328,psych2,e_issn,1532-768X
journal of investigative psychology and offender profiling,"PSYCHOLOGY, APPLIED",329,psych2,issn,1544-4759
journal of investigative psychology and offender profiling,"PSYCHOLOGY, APPLIED",329,psych2,e_issn,1544-4767
kindheit und entwicklung,"PSYCHOLOGY, DEVELOPMENTAL",330,psych2,issn,0942-5403
kindheit und entwicklung,"PSYCHOLOGY, DEVELOPMENTAL",330,psych2,e_issn,2190-6246
advances in dual diagnosis,"PSYCHOLOGY, CLINICAL",331,psych2,issn,1757-0972
advances in dual diagnosis,"PSYCHOLOGY, CLINICAL",331,psych2,e_issn,2042-8324
journal of motor learning and development,"PSYCHOLOGY, DEVELOPMENTAL",332,psych2,issn,2325-3193
journal of motor learning and development,"PSYCHOLOGY, DEVELOPMENTAL",332,psych2,e_issn,2325-3215
journal of psychology in africa,"PSYCHOLOGY, MULTIDISCIPLINARY",334,psych2,issn,1433-0237
journal of psychology in africa,"PSYCHOLOGY, MULTIDISCIPLINARY",334,psych2,e_issn,1815-5626
journal of multicultural counseling and development,"PSYCHOLOGY, APPLIED",335,psych2,issn,0883-8534
journal of multicultural counseling and development,"PSYCHOLOGY, APPLIED",335,psych2,e_issn,2161-1912
zeitschrift fur sexualforschung,"PSYCHOLOGY, CLINICAL",336,psych2,issn,0932-8114
zeitschrift fur sexualforschung,"PSYCHOLOGY, CLINICAL",336,psych2,e_issn,1438-9460
geropsych-the journal of gerontopsychology and geriatric psychiatry,"PSYCHOLOGY, DEVELOPMENTAL",337,psych2,issn,1662-9647
geropsych-the journal of gerontopsychology and geriatric psychiatry,"PSYCHOLOGY, DEVELOPMENTAL",337,psych2,e_issn,1662-971X
terapia psicologica,"PSYCHOLOGY, CLINICAL",338,psych2,issn,0718-4808
terapia psicologica,"PSYCHOLOGY, CLINICAL",338,psych2,e_issn,0718-4808
japanese psychological research,"PSYCHOLOGY, MULTIDISCIPLINARY",339,psych2,issn,0021-5368
japanese psychological research,"PSYCHOLOGY, MULTIDISCIPLINARY",339,psych2,e_issn,1468-5884
journal of evidence-based psychotherapies,"PSYCHOLOGY, CLINICAL",340,psych2,issn,2360-0853
american journal of dance therapy,"PSYCHOLOGY, MULTIDISCIPLINARY",341,psych2,issn,0146-3721
american journal of dance therapy,"PSYCHOLOGY, MULTIDISCIPLINARY",341,psych2,e_issn,1573-3262
journal of humanistic counseling,"PSYCHOLOGY, APPLIED",342,psych2,issn,2159-0311
journal of humanistic counseling,"PSYCHOLOGY, APPLIED",342,psych2,e_issn,2161-1939
psicologica,"PSYCHOLOGY, EXPERIMENTAL",343,psych2,issn,0211-2159
psicologica,"PSYCHOLOGY, EXPERIMENTAL",343,psych2,e_issn,1576-8597
clinical case studies,"PSYCHOLOGY, CLINICAL",344,psych2,issn,1534-6501
clinical case studies,"PSYCHOLOGY, CLINICAL",344,psych2,e_issn,1552-3802
gio-gruppe-interaktion-organisation-zeitschrift fuer angewandte organisationspsychologie,"PSYCHOLOGY, SOCIAL",345,psych2,issn,2366-6145
gio-gruppe-interaktion-organisation-zeitschrift fuer angewandte organisationspsychologie,"PSYCHOLOGY, SOCIAL",345,psych2,e_issn,2366-6218
journal of creativity in mental health,"PSYCHOLOGY, CLINICAL",346,psych2,issn,1540-1383
journal of creativity in mental health,"PSYCHOLOGY, CLINICAL",346,psych2,e_issn,1540-1391
studies in psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",347,psych2,issn,0210-9395
studies in psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",347,psych2,e_issn,1579-3699
interdisciplinaria,"PSYCHOLOGY, MULTIDISCIPLINARY",348,psych2,issn,1668-7027
interdisciplinaria,"PSYCHOLOGY, MULTIDISCIPLINARY",348,psych2,e_issn,1668-7027
teaching of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",349,psych2,issn,0098-6283
teaching of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",349,psych2,e_issn,1532-8023
psikhologicheskaya nauka i obrazovanie-psychological science and education,"PSYCHOLOGY, MULTIDISCIPLINARY",350,psych2,issn,1814-2052
psikhologicheskaya nauka i obrazovanie-psychological science and education,"PSYCHOLOGY, MULTIDISCIPLINARY",350,psych2,e_issn,2311-7273
journal of forensic psychology research and practice,"PSYCHOLOGY, MULTIDISCIPLINARY",351,psych2,issn,2473-2850
journal of forensic psychology research and practice,"PSYCHOLOGY, MULTIDISCIPLINARY",351,psych2,e_issn,2473-2842
journal of lgbtq issues in counseling,"PSYCHOLOGY, APPLIED",352,psych2,issn,2692-4951
journal of lgbtq issues in counseling,"PSYCHOLOGY, APPLIED",352,psych2,e_issn,2692-496X
tpm-testing psychometrics methodology in applied psychology,"PSYCHOLOGY, APPLIED",353,psych2,issn,1972-6325
journal of couple & relationship therapy-innovations in clinical and educational interventions,"PSYCHOLOGY, CLINICAL",354,psych2,issn,1533-2691
journal of couple & relationship therapy-innovations in clinical and educational interventions,"PSYCHOLOGY, CLINICAL",354,psych2,e_issn,1533-2683
journal of occupational therapy schools and early intervention,"PSYCHOLOGY, EDUCATIONAL",355,psych2,issn,1941-1243
journal of occupational therapy schools and early intervention,"PSYCHOLOGY, EDUCATIONAL",355,psych2,e_issn,1941-1251
psyecology-bilingual journal of environmental psychology-revista bilingue de psicologia ambiental,"PSYCHOLOGY, MULTIDISCIPLINARY",356,psych2,issn,2171-1976
psyecology-bilingual journal of environmental psychology-revista bilingue de psicologia ambiental,"PSYCHOLOGY, MULTIDISCIPLINARY",356,psych2,e_issn,1989-9386
analysis of verbal behavior,"PSYCHOLOGY, MULTIDISCIPLINARY",357,psych2,issn,0889-9401
analysis of verbal behavior,"PSYCHOLOGY, MULTIDISCIPLINARY",357,psych2,e_issn,2196-8926
psychotherapie psychosomatik medizinische psychologie,"PSYCHOLOGY, CLINICAL",358,psych2,issn,0937-2032
psychotherapie psychosomatik medizinische psychologie,"PSYCHOLOGY, CLINICAL",358,psych2,e_issn,1439-1058
revista de psicologia del deporte,"PSYCHOLOGY, APPLIED",359,psych2,issn,1132-239X
revista de psicologia del deporte,"PSYCHOLOGY, APPLIED",359,psych2,e_issn,1988-5636
behavioral psychology-psicologia conductual,"PSYCHOLOGY, CLINICAL",360,psych2,issn,1132-9483
behavioral psychology-psicologia conductual,"PSYCHOLOGY, CLINICAL",360,psych2,e_issn,1132-9483
counseling and values,"PSYCHOLOGY, APPLIED",361,psych2,issn,0160-7960
counseling and values,"PSYCHOLOGY, APPLIED",361,psych2,e_issn,2161-007X
journal of psychological and educational research,"PSYCHOLOGY, EDUCATIONAL",362,psych2,issn,2247-1537
journal of psychological and educational research,"PSYCHOLOGY, EDUCATIONAL",362,psych2,e_issn,2247-1537
neurocase,PSYCHOLOGY,363,psych2,issn,1355-4794
neurocase,PSYCHOLOGY,363,psych2,e_issn,1465-3656
revista espanola de orientacion y psicopedagogia,"PSYCHOLOGY, APPLIED",364,psych2,issn,1989-7448
revista espanola de orientacion y psicopedagogia,"PSYCHOLOGY, APPLIED",364,psych2,e_issn,1989-7448
international journal of psychology and psychological therapy,"PSYCHOLOGY, MULTIDISCIPLINARY",365,psych2,issn,1577-7057
international journal of psychology and psychological therapy,"PSYCHOLOGY, MULTIDISCIPLINARY",365,psych2,e_issn,1989-2780
neuropsychological trends,PSYCHOLOGY,366,psych2,issn,1970-321X
neuropsychological trends,PSYCHOLOGY,366,psych2,e_issn,1970-3201
acta colombiana de psicologia,"PSYCHOLOGY, CLINICAL",367,psych2,issn,0123-9155
acta colombiana de psicologia,"PSYCHOLOGY, CLINICAL",367,psych2,e_issn,1909-9711
verhaltenstherapie,"PSYCHOLOGY, CLINICAL",368,psych2,issn,1016-6262
verhaltenstherapie,"PSYCHOLOGY, CLINICAL",368,psych2,e_issn,1423-0402
psychologist,"PSYCHOLOGY, MULTIDISCIPLINARY",369,psych2,issn,0952-8229
psychologist,"PSYCHOLOGY, MULTIDISCIPLINARY",369,psych2,e_issn,0952-8229
psychomusicology,"PSYCHOLOGY, EXPERIMENTAL",370,psych2,issn,0275-3987
psychomusicology,"PSYCHOLOGY, EXPERIMENTAL",370,psych2,e_issn,2162-1535
ethos,"PSYCHOLOGY, MULTIDISCIPLINARY",371,psych2,issn,0091-2131
ethos,"PSYCHOLOGY, MULTIDISCIPLINARY",371,psych2,e_issn,1548-1352
international journal of play,"PSYCHOLOGY, MULTIDISCIPLINARY",372,psych2,issn,2159-4937
international journal of play,"PSYCHOLOGY, MULTIDISCIPLINARY",372,psych2,e_issn,2159-4953
nonlinear dynamics psychology and life sciences,"PSYCHOLOGY, MATHEMATICAL",373,psych2,issn,1090-0578
nonlinear dynamics psychology and life sciences,"PSYCHOLOGY, MATHEMATICAL",373,psych2,e_issn,1573-6652
nordic psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",374,psych2,issn,1901-2276
nordic psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",374,psych2,e_issn,1904-0016
zeitschrift fur klinische psychologie und psychotherapie,"PSYCHOLOGY, CLINICAL",375,psych2,issn,1616-3443
zeitschrift fur klinische psychologie und psychotherapie,"PSYCHOLOGY, CLINICAL",375,psych2,e_issn,2190-6297
kulturno-istoricheskaya psikhologiya-cultural-historical psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",376,psych2,issn,1816-5435
kulturno-istoricheskaya psikhologiya-cultural-historical psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",376,psych2,e_issn,2224-8935
journal of cognition and culture,"PSYCHOLOGY, MULTIDISCIPLINARY",377,psych2,issn,1567-7095
journal of cognition and culture,"PSYCHOLOGY, MULTIDISCIPLINARY",377,psych2,e_issn,1568-5373
sexual health & compulsivity,"PSYCHOLOGY, CLINICAL",378,psych2,issn,2692-9953
sexual health & compulsivity,"PSYCHOLOGY, CLINICAL",378,psych2,e_issn,2692-9996
journal of cognitive psychotherapy,"PSYCHOLOGY, CLINICAL",379,psych2,issn,0889-8391
journal of cognitive psychotherapy,"PSYCHOLOGY, CLINICAL",379,psych2,e_issn,1938-887X
revista iberoamericana de diagnostico y evaluacion-e avaliacao psicologica,"PSYCHOLOGY, CLINICAL",380,psych2,issn,2183-6051
revista iberoamericana de diagnostico y evaluacion-e avaliacao psicologica,"PSYCHOLOGY, CLINICAL",380,psych2,e_issn,2183-6051
diagnostica,"PSYCHOLOGY, CLINICAL",381,psych2,issn,0012-1924
diagnostica,"PSYCHOLOGY, CLINICAL",381,psych2,e_issn,2190-622X
international journal of sport psychology,PSYCHOLOGY,382,psych2,issn,0047-0767
pratiques psychologiques,PSYCHOLOGY,384,psych2,issn,1269-1763
electronic journal of research in educational psychology,"PSYCHOLOGY, EDUCATIONAL",386,psych2,issn,1699-5880
electronic journal of research in educational psychology,"PSYCHOLOGY, EDUCATIONAL",386,psych2,e_issn,1696-2095
european journal of mental health,"PSYCHOLOGY, CLINICAL",387,psych2,issn,1788-4934
european journal of mental health,"PSYCHOLOGY, CLINICAL",387,psych2,e_issn,1788-7119
liberabit-revista de psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",388,psych2,issn,1729-4827
liberabit-revista de psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",388,psych2,e_issn,2223-7666
anuario de psicologia,PSYCHOLOGY,389,psych2,issn,0066-5126
anuario de psicologia,PSYCHOLOGY,389,psych2,e_issn,1988-5253
psychologica,"PSYCHOLOGY, MULTIDISCIPLINARY",391,psych2,issn,0871-4657
psychologica,"PSYCHOLOGY, MULTIDISCIPLINARY",391,psych2,e_issn,1647-8606
international journal of emotional education,"PSYCHOLOGY, EDUCATIONAL",392,psych2,issn,2073-7629
international journal of emotional education,"PSYCHOLOGY, EDUCATIONAL",392,psych2,e_issn,2073-7629
journal of youth development,"PSYCHOLOGY, DEVELOPMENTAL",393,psych2,issn,2325-4017
journal of youth development,"PSYCHOLOGY, DEVELOPMENTAL",393,psych2,e_issn,2325-4017
psicologia sociale,"PSYCHOLOGY, SOCIAL",394,psych2,issn,1827-2517
psicologia sociale,"PSYCHOLOGY, SOCIAL",394,psych2,e_issn,2612-2006
negotiation and conflict management research,"PSYCHOLOGY, APPLIED",395,psych2,issn,1750-4708
negotiation and conflict management research,"PSYCHOLOGY, APPLIED",395,psych2,e_issn,1750-4716
person-centered and experiential psychotherapies,"PSYCHOLOGY, CLINICAL",396,psych2,issn,1477-9757
person-centered and experiential psychotherapies,"PSYCHOLOGY, CLINICAL",396,psych2,e_issn,1752-9182
annee psychologique,"PSYCHOLOGY, MULTIDISCIPLINARY",397,psych2,issn,0003-5033
annee psychologique,"PSYCHOLOGY, MULTIDISCIPLINARY",397,psych2,e_issn,1955-2580
psychologia,"PSYCHOLOGY, MULTIDISCIPLINARY",398,psych2,issn,0033-2852
psychologia,"PSYCHOLOGY, MULTIDISCIPLINARY",398,psych2,e_issn,1347-5916
journal of measurement and evaluation in education and psychology-epod,"PSYCHOLOGY, EDUCATIONAL",399,psych2,issn,1309-6575
journal of measurement and evaluation in education and psychology-epod,"PSYCHOLOGY, EDUCATIONAL",399,psych2,e_issn,1309-6575
ansiedad y estres-anxiety and stress,"PSYCHOLOGY, CLINICAL",400,psych2,issn,1134-7937
ansiedad y estres-anxiety and stress,"PSYCHOLOGY, CLINICAL",400,psych2,e_issn,2174-0437
journal of muslim mental health,"PSYCHOLOGY, MULTIDISCIPLINARY",401,psych2,issn,1556-4908
journal of muslim mental health,"PSYCHOLOGY, MULTIDISCIPLINARY",401,psych2,e_issn,1556-5009
social psychology and society,"PSYCHOLOGY, APPLIED",402,psych2,issn,2221-1527
social psychology and society,"PSYCHOLOGY, APPLIED",402,psych2,e_issn,2311-7052
annales medico-psychologiques,PSYCHOLOGY,403,psych2,issn,0003-4487
annales medico-psychologiques,PSYCHOLOGY,403,psych2,e_issn,1769-6631
konsultativnaya psikhologiya i psikhoterapiya-counseling psychology and psychotherapy,"PSYCHOLOGY, CLINICAL",404,psych2,issn,2075-3470
konsultativnaya psikhologiya i psikhoterapiya-counseling psychology and psychotherapy,"PSYCHOLOGY, CLINICAL",404,psych2,e_issn,2311-9446
psychotherapy and politics international,"PSYCHOLOGY, MULTIDISCIPLINARY",405,psych2,issn,1476-9263
psychotherapy and politics international,"PSYCHOLOGY, MULTIDISCIPLINARY",405,psych2,e_issn,1556-9195
travail humain,PSYCHOLOGY,406,psych2,issn,0041-1868
travail humain,PSYCHOLOGY,406,psych2,e_issn,2104-3663
ceskoslovenska psychologie,"PSYCHOLOGY, MULTIDISCIPLINARY",408,psych2,issn,0009-062X
ceskoslovenska psychologie,"PSYCHOLOGY, MULTIDISCIPLINARY",408,psych2,e_issn,1804-6436
primenjena psihologija,"PSYCHOLOGY, MULTIDISCIPLINARY",409,psych2,issn,1821-0147
primenjena psihologija,"PSYCHOLOGY, MULTIDISCIPLINARY",409,psych2,e_issn,2334-7287
