pid,ing_c,outg_c,ID_c,story,group,storynum,resptype,rating
51,-0.153736107,0.070236113,-0.223972,pos,outgrp,20,howgood,0.562
51,-0.153736107,0.070236113,-0.223972,pos,outgrp,21,howgood,0.56
51,-0.153736107,0.070236113,-0.223972,pos,outgrp,22,howgood,0.64
51,-0.153736107,0.070236113,-0.223972,neg,outgrp,23,howgood,0
51,-0.153736107,0.070236113,-0.223972,neg,outgrp,24,howgood,0
52,0.29693056,0.50890278,-0.211972,pos,ingrp,1,howgood,1
52,0.29693056,0.50890278,-0.211972,neg,ingrp,2,howgood,0.304
52,0.29693056,0.50890278,-0.211972,pos,ingrp,3,howgood,0.846
52,0.29693056,0.50890278,-0.211972,neg,ingrp,4,howgood,0.154
52,0.29693056,0.50890278,-0.211972,pos,ingrp,5,howgood,1
52,0.29693056,0.50890278,-0.211972,neg,ingrp,6,howgood,0
52,0.29693056,0.50890278,-0.211972,pos,ingrp,7,howgood,0.944
52,0.29693056,0.50890278,-0.211972,neg,ingrp,8,howgood,0
52,0.29693056,0.50890278,-0.211972,neg,neutral,9,howgood,0.158
52,0.29693056,0.50890278,-0.211972,neg,neutral,10,howgood,0.078
52,0.29693056,0.50890278,-0.211972,pos,neutral,11,howgood,1
52,0.29693056,0.50890278,-0.211972,pos,neutral,12,howgood,1
52,0.29693056,0.50890278,-0.211972,neg,neutral,13,howgood,0.174
52,0.29693056,0.50890278,-0.211972,pos,neutral,14,howgood,0.798
52,0.29693056,0.50890278,-0.211972,neg,neutral,15,howgood,0.084
52,0.29693056,0.50890278,-0.211972,pos,neutral,16,howgood,1
52,0.29693056,0.50890278,-0.211972,pos,outgrp,17,howgood,0.756
52,0.29693056,0.50890278,-0.211972,neg,outgrp,18,howgood,0.132
52,0.29693056,0.50890278,-0.211972,neg,outgrp,19,howgood,0.24
52,0.29693056,0.50890278,-0.211972,pos,outgrp,20,howgood,1
52,0.29693056,0.50890278,-0.211972,neg,outgrp,21,howgood,0.248
52,0.29693056,0.50890278,-0.211972,pos,outgrp,22,howgood,1
52,0.29693056,0.50890278,-0.211972,pos,outgrp,23,howgood,1
52,0.29693056,0.50890278,-0.211972,neg,outgrp,24,howgood,0.1
53,-0.20506944,-0.112430553,-0.092638667,pos,ingrp,1,howgood,0.642
53,-0.20506944,-0.112430553,-0.092638667,neg,ingrp,2,howgood,0.39
53,-0.20506944,-0.112430553,-0.092638667,neg,ingrp,3,howgood,0.312
53,-0.20506944,-0.112430553,-0.092638667,pos,ingrp,4,howgood,0.66
53,-0.20506944,-0.112430553,-0.092638667,neg,ingrp,5,howgood,0.426
53,-0.20506944,-0.112430553,-0.092638667,pos,ingrp,6,howgood,0.546
53,-0.20506944,-0.112430553,-0.092638667,pos,ingrp,7,howgood,0.678
53,-0.20506944,-0.112430553,-0.092638667,neg,ingrp,8,howgood,0.47
53,-0.20506944,-0.112430553,-0.092638667,pos,neutral,9,howgood,0.574
53,-0.20506944,-0.112430553,-0.092638667,neg,neutral,10,howgood,0.238
53,-0.20506944,-0.112430553,-0.092638667,pos,neutral,11,howgood,0.562
53,-0.20506944,-0.112430553,-0.092638667,neg,neutral,12,howgood,0.312
53,-0.20506944,-0.112430553,-0.092638667,pos,neutral,13,howgood,0.684
53,-0.20506944,-0.112430553,-0.092638667,neg,neutral,14,howgood,0.254
53,-0.20506944,-0.112430553,-0.092638667,neg,neutral,15,howgood,0.314
53,-0.20506944,-0.112430553,-0.092638667,pos,neutral,16,howgood,0.728
53,-0.20506944,-0.112430553,-0.092638667,pos,outgrp,17,howgood,0.616
53,-0.20506944,-0.112430553,-0.092638667,neg,outgrp,18,howgood,0.362
53,-0.20506944,-0.112430553,-0.092638667,neg,outgrp,19,howgood,0.482
53,-0.20506944,-0.112430553,-0.092638667,pos,outgrp,20,howgood,0.536
53,-0.20506944,-0.112430553,-0.092638667,pos,outgrp,21,howgood,0.684
53,-0.20506944,-0.112430553,-0.092638667,pos,outgrp,22,howgood,0.514
53,-0.20506944,-0.112430553,-0.092638667,neg,outgrp,23,howgood,0.396
53,-0.20506944,-0.112430553,-0.092638667,neg,outgrp,24,howgood,0.362
54,-0.132402773,0.016236113,-0.148638667,neg,ingrp,1,howgood,0.33
54,-0.132402773,0.016236113,-0.148638667,pos,ingrp,2,howgood,0.752
54,-0.132402773,0.016236113,-0.148638667,neg,ingrp,3,howgood,0.178
54,-0.132402773,0.016236113,-0.148638667,pos,ingrp,4,howgood,0.636
54,-0.132402773,0.016236113,-0.148638667,pos,ingrp,5,howgood,0.67
54,-0.132402773,0.016236113,-0.148638667,neg,ingrp,6,howgood,0.312
54,-0.132402773,0.016236113,-0.148638667,neg,ingrp,7,howgood,0.294
54,-0.132402773,0.016236113,-0.148638667,pos,ingrp,8,howgood,0.686
54,-0.132402773,0.016236113,-0.148638667,neg,neutral,9,howgood,0.392
54,-0.132402773,0.016236113,-0.148638667,pos,neutral,10,howgood,0.604
54,-0.132402773,0.016236113,-0.148638667,pos,neutral,11,howgood,0.888
54,-0.132402773,0.016236113,-0.148638667,neg,neutral,12,howgood,0.236
54,-0.132402773,0.016236113,-0.148638667,pos,neutral,13,howgood,0.728
54,-0.132402773,0.016236113,-0.148638667,pos,neutral,14,howgood,0.708
54,-0.132402773,0.016236113,-0.148638667,neg,neutral,15,howgood,0.266
54,-0.132402773,0.016236113,-0.148638667,neg,neutral,16,howgood,0.34
54,-0.132402773,0.016236113,-0.148638667,neg,outgrp,17,howgood,0.566
54,-0.132402773,0.016236113,-0.148638667,pos,outgrp,18,howgood,0.766
54,-0.132402773,0.016236113,-0.148638667,neg,outgrp,19,howgood,0.36
54,-0.132402773,0.016236113,-0.148638667,pos,outgrp,20,howgood,0.842
54,-0.132402773,0.016236113,-0.148638667,pos,outgrp,21,howgood,0.634
54,-0.132402773,0.016236113,-0.148638667,neg,outgrp,22,howgood,0.206
54,-0.132402773,0.016236113,-0.148638667,pos,outgrp,23,howgood,0.71
54,-0.132402773,0.016236113,-0.148638667,neg,outgrp,24,howgood,0.374
56,-0.336402773,0.263569447,-0.599972,neg,ingrp,1,howgood,0.29
56,-0.336402773,0.263569447,-0.599972,pos,ingrp,2,howgood,0.808
56,-0.336402773,0.263569447,-0.599972,pos,ingrp,3,howgood,0.742
56,-0.336402773,0.263569447,-0.599972,neg,ingrp,4,howgood,0.168
56,-0.336402773,0.263569447,-0.599972,pos,ingrp,5,howgood,0.58
56,-0.336402773,0.263569447,-0.599972,neg,ingrp,6,howgood,0.202
56,-0.336402773,0.263569447,-0.599972,pos,ingrp,7,howgood,0.802
56,-0.336402773,0.263569447,-0.599972,neg,ingrp,8,howgood,0.114
56,-0.336402773,0.263569447,-0.599972,pos,neutral,9,howgood,0.108
56,-0.336402773,0.263569447,-0.599972,pos,neutral,10,howgood,0.842
56,-0.336402773,0.263569447,-0.599972,neg,neutral,11,howgood,0.174
56,-0.336402773,0.263569447,-0.599972,neg,neutral,12,howgood,0.142
56,-0.336402773,0.263569447,-0.599972,pos,neutral,13,howgood,0.64
56,-0.336402773,0.263569447,-0.599972,neg,neutral,14,howgood,0.23
56,-0.336402773,0.263569447,-0.599972,pos,neutral,15,howgood,0.698
56,-0.336402773,0.263569447,-0.599972,neg,neutral,16,howgood,0.106
56,-0.336402773,0.263569447,-0.599972,neg,outgrp,17,howgood,0.162
56,-0.336402773,0.263569447,-0.599972,pos,outgrp,18,howgood,0.794
56,-0.336402773,0.263569447,-0.599972,pos,outgrp,19,howgood,0.854
56,-0.336402773,0.263569447,-0.599972,neg,outgrp,20,howgood,0.148
56,-0.336402773,0.263569447,-0.599972,neg,outgrp,21,howgood,0.576
56,-0.336402773,0.263569447,-0.599972,pos,outgrp,22,howgood,0.564
56,-0.336402773,0.263569447,-0.599972,neg,outgrp,23,howgood,0.158
56,-0.336402773,0.263569447,-0.599972,pos,outgrp,24,howgood,0.866
57,-0.146402773,0.08290278,-0.229305333,neg,ingrp,1,howgood,0.526
57,-0.146402773,0.08290278,-0.229305333,neg,ingrp,2,howgood,0.502
57,-0.146402773,0.08290278,-0.229305333,pos,ingrp,3,howgood,0.6
57,-0.146402773,0.08290278,-0.229305333,pos,ingrp,4,howgood,0.502
57,-0.146402773,0.08290278,-0.229305333,neg,ingrp,5,howgood,0.344
57,-0.146402773,0.08290278,-0.229305333,pos,ingrp,6,howgood,0.508
57,-0.146402773,0.08290278,-0.229305333,neg,ingrp,7,howgood,0.512
57,-0.146402773,0.08290278,-0.229305333,pos,ingrp,8,howgood,0.498
57,-0.146402773,0.08290278,-0.229305333,pos,neutral,9,howgood,0.476
57,-0.146402773,0.08290278,-0.229305333,neg,neutral,10,howgood,0.354
57,-0.146402773,0.08290278,-0.229305333,pos,neutral,11,howgood,0.494
57,-0.146402773,0.08290278,-0.229305333,neg,neutral,12,howgood,0.44
57,-0.146402773,0.08290278,-0.229305333,pos,neutral,13,howgood,0.492
57,-0.146402773,0.08290278,-0.229305333,neg,neutral,14,howgood,0.508
57,-0.146402773,0.08290278,-0.229305333,pos,neutral,15,howgood,0.498
57,-0.146402773,0.08290278,-0.229305333,neg,neutral,16,howgood,0.49
57,-0.146402773,0.08290278,-0.229305333,neg,outgrp,17,howgood,0.338
57,-0.146402773,0.08290278,-0.229305333,pos,outgrp,18,howgood,0.492
57,-0.146402773,0.08290278,-0.229305333,pos,outgrp,19,howgood,0.496
57,-0.146402773,0.08290278,-0.229305333,neg,outgrp,20,howgood,0.492
57,-0.146402773,0.08290278,-0.229305333,pos,outgrp,21,howgood,0.514
57,-0.146402773,0.08290278,-0.229305333,neg,outgrp,22,howgood,0.48
57,-0.146402773,0.08290278,-0.229305333,neg,outgrp,23,howgood,0.49
57,-0.146402773,0.08290278,-0.229305333,pos,outgrp,24,howgood,0.498
58,-0.07706944,0.23290278,-0.309972,neg,ingrp,1,howgood,0.37
58,-0.07706944,0.23290278,-0.309972,pos,ingrp,2,howgood,0.708
58,-0.07706944,0.23290278,-0.309972,neg,ingrp,3,howgood,0.278
58,-0.07706944,0.23290278,-0.309972,pos,ingrp,4,howgood,0.684
58,-0.07706944,0.23290278,-0.309972,pos,ingrp,5,howgood,0.62
58,-0.07706944,0.23290278,-0.309972,neg,ingrp,6,howgood,0.428
58,-0.07706944,0.23290278,-0.309972,neg,ingrp,7,howgood,0.346
58,-0.07706944,0.23290278,-0.309972,pos,ingrp,8,howgood,0.59
58,-0.07706944,0.23290278,-0.309972,pos,neutral,9,howgood,0.606
58,-0.07706944,0.23290278,-0.309972,neg,neutral,10,howgood,0.212
58,-0.07706944,0.23290278,-0.309972,neg,neutral,11,howgood,0.396
58,-0.07706944,0.23290278,-0.309972,pos,neutral,12,howgood,0.886
58,-0.07706944,0.23290278,-0.309972,neg,neutral,13,howgood,0.13
58,-0.07706944,0.23290278,-0.309972,pos,neutral,14,howgood,0.596
58,-0.07706944,0.23290278,-0.309972,neg,neutral,15,howgood,0.402
58,-0.07706944,0.23290278,-0.309972,pos,neutral,16,howgood,0.594
58,-0.07706944,0.23290278,-0.309972,neg,outgrp,17,howgood,0.36
58,-0.07706944,0.23290278,-0.309972,neg,outgrp,18,howgood,0.376
58,-0.07706944,0.23290278,-0.309972,pos,outgrp,19,howgood,0.56
58,-0.07706944,0.23290278,-0.309972,pos,outgrp,20,howgood,0.662
58,-0.07706944,0.23290278,-0.309972,pos,outgrp,21,howgood,0.618
58,-0.07706944,0.23290278,-0.309972,neg,outgrp,22,howgood,0.37
58,-0.07706944,0.23290278,-0.309972,neg,outgrp,23,howgood,0.388
58,-0.07706944,0.23290278,-0.309972,pos,outgrp,24,howgood,0.632
59,0.13493056,-0.109763887,0.244694667,neg,ingrp,1,howgood,0
59,0.13493056,-0.109763887,0.244694667,neg,ingrp,2,howgood,0
59,0.13493056,-0.109763887,0.244694667,pos,ingrp,3,howgood,1
59,0.13493056,-0.109763887,0.244694667,pos,ingrp,4,howgood,1
59,0.13493056,-0.109763887,0.244694667,pos,ingrp,5,howgood,1
59,0.13493056,-0.109763887,0.244694667,neg,ingrp,6,howgood,0
59,0.13493056,-0.109763887,0.244694667,neg,ingrp,7,howgood,0
59,0.13493056,-0.109763887,0.244694667,pos,ingrp,8,howgood,1
59,0.13493056,-0.109763887,0.244694667,neg,neutral,9,howgood,0
59,0.13493056,-0.109763887,0.244694667,pos,neutral,10,howgood,1
59,0.13493056,-0.109763887,0.244694667,pos,neutral,11,howgood,0.784
59,0.13493056,-0.109763887,0.244694667,neg,neutral,12,howgood,0
59,0.13493056,-0.109763887,0.244694667,pos,neutral,13,howgood,0.934
59,0.13493056,-0.109763887,0.244694667,neg,neutral,14,howgood,0
59,0.13493056,-0.109763887,0.244694667,pos,neutral,15,howgood,1
59,0.13493056,-0.109763887,0.244694667,neg,neutral,16,howgood,0
59,0.13493056,-0.109763887,0.244694667,pos,outgrp,17,howgood,0.522
59,0.13493056,-0.109763887,0.244694667,neg,outgrp,18,howgood,0.016
59,0.13493056,-0.109763887,0.244694667,neg,outgrp,19,howgood,0
59,0.13493056,-0.109763887,0.244694667,pos,outgrp,20,howgood,0.582
59,0.13493056,-0.109763887,0.244694667,neg,outgrp,21,howgood,0.218
59,0.13493056,-0.109763887,0.244694667,neg,outgrp,22,howgood,0.044
59,0.13493056,-0.109763887,0.244694667,pos,outgrp,23,howgood,1
59,0.13493056,-0.109763887,0.244694667,pos,outgrp,24,howgood,1
